Loading parameters
setup BBS restraint: CustomExternalForce
setup COM res: CustomCentroidBondForce
Using platform: CUDA
Update BBS box span
Natom for fc_wall =  496

Initial system energy
-914546.9075750178 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1311.6%	3279000	10491.000000285458	-915414.7397806318	297.05175116354275	91.1	20:48:26
1311.8%	3279500	10493.000000285865	-917174.1845129309	297.2194964060307	91.1	20:48:28
1312.0%	3280000	10495.000000286273	-914597.5531595675	297.90250342062944	91	20:48:18
1312.2%	3280500	10497.00000028668	-916456.9408155223	298.3717113088578	91.1	20:48:20
1312.4%	3281000	10499.000000287087	-916225.867245256	298.1220363924503	91.1	20:48:22
1312.6%	3281500	10501.000000287495	-915323.279457889	299.03461262449906	91	20:48:13
1312.8%	3282000	10503.000000287902	-915962.272294471	299.655008066672	91.1	20:48:14
1313.0%	3282500	10505.00000028831	-916881.3276695893	297.76655379763696	91.1	20:48:16
1313.2%	3283000	10507.000000288717	-916808.0099841161	296.15388713660263	91.1	20:48:18
1313.4%	3283500	10509.000000289125	-917889.4583834736	297.74239224971666	91.1	20:48:09
1313.6%	3284000	10511.000000289532	-916184.4639522876	298.0998446031007	91.1	20:48:11
1313.8%	3284500	10513.00000028994	-914566.685198769	297.8837147827258	91.1	20:48:13
1314.0%	3285000	10515.000000290347	-915657.9335346264	299.51116305736247	91.1	20:48:05
1314.2%	3285500	10517.000000290755	-916326.4380764673	299.1285063992128	91.1	20:48:06
1314.4%	3286000	10519.000000291162	-918277.2851830875	300.1301337978682	91.1	20:48:08
1314.6%	3286500	10521.00000029157	-916569.2308336617	298.07526713058843	91.1	20:47:59
1314.8%	3287000	10523.000000291977	-915377.4876061454	298.93096258400067	91.1	20:48:01
1315.0%	3287500	10525.000000292384	-915843.8171602194	298.01430726116644	91.1	20:47:52
1315.2%	3288000	10527.000000292792	-915654.5155864703	299.5591015960906	91.1	20:47:54
1315.4%	3288500	10529.0000002932	-916092.500190434	297.6179125426805	91.1	20:47:55
1315.6%	3289000	10531.000000293607	-916515.6122415964	299.11347307992537	91.1	20:47:57
1315.8%	3289500	10533.000000294014	-913653.8347888803	297.5781709341558	91.1	20:47:49
1316.0%	3290000	10535.000000294422	-913251.3089220049	297.8044784930399	91.1	20:47:50
1316.2%	3290500	10537.000000294829	-915659.0593622215	297.53379817354033	91.1	20:47:52
1316.4%	3291000	10539.000000295237	-916479.7752563301	299.63896032119385	91.1	20:47:44
1316.6%	3291500	10541.000000295644	-917722.0489603584	297.9948201006132	91.1	20:47:45
1316.8%	3292000	10543.000000296051	-917733.011428934	299.07676301295925	91.2	20:47:47
1317.0%	3292500	10545.000000296459	-915321.602781943	297.90710893884335	91.1	20:47:39
1317.2%	3293000	10547.000000296866	-913577.7235346423	299.18467821436195	91.1	20:47:40
1317.4%	3293500	10549.000000297274	-915147.1219367106	297.7200794766358	91.2	20:47:42
1317.6%	3294000	10551.000000297681	-915382.1716273334	297.4896014395426	91.1	20:47:34
1317.8%	3294500	10553.000000298089	-914759.2539463951	299.09619000268117	91.1	20:47:36
1318.0%	3295000	10555.000000298496	-914606.3189655985	297.9634053390264	91.1	20:47:27
1318.2%	3295500	10557.000000298904	-915154.5575992125	298.43029592384966	91.1	20:47:28
1318.4%	3296000	10559.000000299311	-915231.3771130675	297.99593554896336	91.1	20:47:30
1318.6%	3296500	10561.000000299719	-915864.4403899251	298.3293036583546	91.2	20:47:31
1318.8%	3297000	10563.000000300126	-914800.0056819711	299.24319683847085	91.1	20:47:23
1319.0%	3297500	10565.000000300533	-916230.3921804093	299.1201418803152	91.1	20:47:25
1319.2%	3298000	10567.00000030094	-915416.5864972775	298.94993673868584	91.1	20:47:16
1319.4%	3298500	10569.000000301348	-915036.0511378534	298.4865520470037	91.1	20:47:18
1319.6%	3299000	10571.000000301756	-913586.1186624398	299.81160854763453	91.1	20:47:19
1319.8%	3299500	10573.000000302163	-915044.3098773556	297.40071650960675	91.2	20:47:21
1320.0%	3300000	10575.00000030257	-914428.864556524	298.9060841583269	91.1	20:47:06
1320.2%	3300500	10577.000000302978	-916885.4403743409	298.913530603014	91.1	20:47:07
1320.4%	3301000	10579.000000303386	-913642.0220397832	297.61905071004094	91	20:46:59
1320.6%	3301500	10581.000000303793	-916600.263776762	298.0759485526035	91.1	20:47:00
1320.8%	3302000	10583.0000003042	-915792.5392592577	300.45021427543304	91.1	20:47:02
1321.0%	3302500	10585.000000304608	-913742.4302107263	298.8746885690767	91	20:46:54
1321.2%	3303000	10587.000000305015	-914905.7537911334	298.266254800521	91.1	20:46:55
1321.4%	3303500	10589.000000305423	-915070.3085637516	297.66606236648914	91.1	20:46:56
1321.6%	3304000	10591.00000030583	-914999.0852428726	298.6695253577125	91	20:46:48
1321.8%	3304500	10593.000000306238	-914034.9032424306	297.7418753659917	91.1	20:46:49
1322.0%	3305000	10595.000000306645	-913438.509285735	298.7759441977703	91.1	20:46:51
1322.2%	3305500	10597.000000307053	-915967.2124736467	296.9293709234778	91.1	20:46:52
1322.4%	3306000	10599.00000030746	-916052.0063550617	300.43501115999146	91.1	20:46:45
1322.6%	3306500	10601.000000307868	-914999.3531116871	298.196800647832	91.1	20:46:46
1322.8%	3307000	10603.000000308275	-914942.2123319944	298.67318971883947	91.1	20:46:38
1323.0%	3307500	10605.000000308683	-917331.8712125681	297.7556653590988	91.1	20:46:39
1323.2%	3308000	10607.00000030909	-917390.5556777203	298.35832747929663	91.1	20:46:41
1323.4%	3308500	10609.000000309497	-915387.6356542627	297.6578709629395	91.1	20:46:42
1323.6%	3309000	10611.000000309905	-916712.1132466774	298.4572787782433	91.1	20:46:34
1323.8%	3309500	10613.000000310312	-915546.3476381581	297.99329377832566	91.1	20:46:35
1324.0%	3310000	10615.00000031072	-917017.1464731772	298.0722030824023	91.1	20:46:37
1324.2%	3310500	10617.000000311127	-916569.6201189263	298.29568764232783	91.1	20:46:29
1324.4%	3311000	10619.000000311535	-916181.9779984751	298.1131416195821	91.1	20:46:30
1324.6%	3311500	10621.000000311942	-915369.2575386018	297.62666573650245	91.1	20:46:31
1324.8%	3312000	10623.00000031235	-917501.0796184735	299.10304617128116	91.1	20:46:24
1325.0%	3312500	10625.000000312757	-915740.6117446302	299.4710911394804	91.1	20:46:25
1325.2%	3313000	10627.000000313164	-917794.043537755	298.3494870309859	91.1	20:46:17
1325.4%	3313500	10629.000000313572	-915927.5577826151	297.3721603182487	91.1	20:46:19
1325.6%	3314000	10631.00000031398	-916831.5268660346	297.8897423337747	91.1	20:46:20
1325.8%	3314500	10633.000000314387	-917266.2147428049	297.98261170157014	91.1	20:46:21
1326.0%	3315000	10635.000000314794	-915305.6402225448	296.5011772797798	91.1	20:46:13
1326.2%	3315500	10637.000000315202	-919305.9389651176	298.9663458095169	91.1	20:46:14
1326.4%	3316000	10639.00000031561	-917607.2006313023	300.07649926623236	91.1	20:46:15
1326.6%	3316500	10641.000000316017	-916046.0466622841	298.44391060206556	91.1	20:46:08
1326.8%	3317000	10643.000000316424	-915175.5667921044	298.7667798772658	91.1	20:46:09
1327.0%	3317500	10645.000000316832	-915621.5516696768	298.80265405579445	91.1	20:46:10
1327.2%	3318000	10647.000000317239	-915448.583733147	297.9114435880947	91.1	20:46:03
1327.4%	3318500	10649.000000317646	-914607.625561154	299.39541535974075	91.1	20:46:04
1327.6%	3319000	10651.000000318054	-914676.3023256762	298.64654467404085	91.1	20:45:56
1327.8%	3319500	10653.000000318461	-917218.7371465918	298.4093282326871	91.1	20:45:57
1328.0%	3320000	10655.000000318869	-915603.6564861918	298.9269212380252	91.1	20:45:58
1328.2%	3320500	10657.000000319276	-917053.6701262323	298.42682599202067	91.2	20:45:59
1328.4%	3321000	10659.000000319684	-915081.6056218222	298.14534562653984	91.1	20:45:52
1328.6%	3321500	10661.000000320091	-917189.2476765923	299.2181921273879	91.1	20:45:53
1328.8%	3322000	10663.000000320499	-915249.0078349235	297.37309242283897	91.2	20:45:54
1329.0%	3322500	10665.000000320906	-916901.066933732	297.7007306111734	91.1	20:45:47
1329.2%	3323000	10667.000000321314	-916686.8041515867	297.9523592831749	91.1	20:45:48
1329.4%	3323500	10669.000000321721	-918533.9554216666	298.0013966825286	91.2	20:45:49
1329.6%	3324000	10671.000000322128	-916794.7533836039	297.44225871013316	91.1	20:45:41
1329.8%	3324500	10673.000000322536	-915683.71379166	298.77373713349937	91.1	20:45:42
1330.0%	3325000	10675.000000322943	-917209.9080623705	298.44534688029336	91	20:45:29
1330.2%	3325500	10677.00000032335	-916487.5343174464	296.840782822577	91.1	20:45:30
1330.4%	3326000	10679.000000323758	-916916.8230357687	299.5306525493691	91.1	20:45:31
1330.6%	3326500	10681.000000324166	-916216.4783432055	299.8654643108688	91.1	20:45:23
1330.8%	3327000	10683.000000324573	-915201.5175188854	297.8986000858367	91.1	20:45:24
1331.0%	3327500	10685.00000032498	-915955.4127610461	298.5337400950198	91.1	20:45:25
1331.2%	3328000	10687.000000325388	-915058.066873847	296.85708517127193	91.1	20:45:18
1331.4%	3328500	10689.000000325796	-915339.4481022684	297.7745682235047	91.1	20:45:19
1331.6%	3329000	10691.000000326203	-918152.2222761982	299.0799602171177	91.1	20:45:20
1331.8%	3329500	10693.00000032661	-915899.5878178207	299.7455923153896	91.1	20:45:12
1332.0%	3330000	10695.000000327018	-914244.7276123017	298.5808854538978	91.1	20:45:13
1332.2%	3330500	10697.000000327425	-914617.6844602181	299.0982932018281	91.1	20:45:14
1332.4%	3331000	10699.000000327833	-914683.3705748892	298.29673975422725	91.1	20:45:07
1332.6%	3331500	10701.00000032824	-914788.6726942733	298.43369508797656	91.1	20:45:07
1332.8%	3332000	10703.000000328648	-918449.7596039055	297.7489503224201	91.1	20:45:08
1333.0%	3332500	10705.000000329055	-914453.4966601063	299.5197290863264	91.1	20:45:09
1333.2%	3333000	10707.000000329463	-916345.4309191294	298.2632518684697	91.1	20:45:03
1333.4%	3333500	10709.00000032987	-914997.7627242669	298.3390616659545	91.1	20:45:03
1333.6%	3334000	10711.000000330278	-914021.766420342	297.82861200037013	91.1	20:45:04
1333.8%	3334500	10713.000000330685	-915440.4733634344	297.0618856217057	91.1	20:44:57
1334.0%	3335000	10715.000000331092	-916119.6878187531	298.74703660429986	91.1	20:44:58
1334.2%	3335500	10717.0000003315	-916209.0751034389	299.61807793611945	91.1	20:44:59
1334.4%	3336000	10719.000000331907	-915489.1523958812	299.3129663777648	91.1	20:44:52
1334.6%	3336500	10721.000000332315	-917568.3948170803	298.7524802508327	91.1	20:44:53
1334.8%	3337000	10723.000000332722	-916890.641504583	298.67041075138474	91.1	20:44:46
1335.0%	3337500	10725.00000033313	-914668.2073909873	299.76683272035706	91.1	20:44:47
1335.2%	3338000	10727.000000333537	-915030.0771725276	297.79158629384403	91.1	20:44:47
1335.4%	3338500	10729.000000333945	-914537.1395953749	298.54426224018744	91.1	20:44:48
1335.6%	3339000	10731.000000334352	-916078.8719962994	298.7845890062365	91.1	20:44:41
1335.8%	3339500	10733.00000033476	-916699.2667312343	298.34930561666334	91.1	20:44:42
1336.0%	3340000	10735.000000335167	-915887.9413797371	298.5665622844992	91.1	20:44:35
1336.2%	3340500	10737.000000335574	-916585.1488585724	299.896198240468	91.1	20:44:36
1336.4%	3341000	10739.000000335982	-917550.4150747056	298.84808075801845	91.1	20:44:37
1336.6%	3341500	10741.00000033639	-916941.5784960561	299.8888670081368	91.1	20:44:37
1336.8%	3342000	10743.000000336797	-914938.7474136064	298.60157345994884	91.1	20:44:31
1337.0%	3342500	10745.000000337204	-915336.990863001	299.06985436116753	91.1	20:44:31
1337.2%	3343000	10747.000000337612	-914160.3397697266	299.0255373070951	91.1	20:44:32
1337.4%	3343500	10749.00000033802	-915259.4060163139	301.11186761277963	91.1	20:44:25
1337.6%	3344000	10751.000000338427	-915415.1458122632	299.0081992868505	91.1	20:44:26
1337.8%	3344500	10753.000000338834	-915914.629610124	297.1289275624246	91.1	20:44:27
1338.0%	3345000	10755.000000339242	-916995.3451189636	298.3348521692698	91.1	20:44:20
1338.2%	3345500	10757.000000339649	-917878.1239356864	297.4812850334357	91.1	20:44:21
1338.4%	3346000	10759.000000340056	-919400.9243643507	299.30328312295626	91.2	20:44:22
1338.6%	3346500	10761.000000340464	-915646.2536199959	298.08776054639515	91.1	20:44:15
1338.8%	3347000	10763.000000340871	-914907.2223883984	297.4649630770517	91.1	20:44:16
1339.0%	3347500	10765.000000341279	-914175.5321460944	299.15194901986695	91.1	20:44:09
1339.2%	3348000	10767.000000341686	-915427.5129208989	297.5769927699681	91.1	20:44:10
1339.4%	3348500	10769.000000342094	-916803.4791333191	298.39724630357136	91.1	20:44:11
1339.6%	3349000	10771.000000342501	-918000.1619689045	298.96303366764135	91.2	20:44:11
1339.8%	3349500	10773.000000342909	-916378.6744658379	297.683933336827	91.1	20:44:05
1340.0%	3350000	10775.000000343316	-914642.0831508623	298.39081109656325	91.1	20:44:00
1340.2%	3350500	10777.000000343724	-915193.5815546741	298.1904658641122	91.1	20:43:53
1340.4%	3351000	10779.000000344131	-915478.999605909	297.99510116120825	91.1	20:43:54
1340.6%	3351500	10781.000000344538	-915838.5095196767	298.8401079487153	91.1	20:43:55
1340.8%	3352000	10783.000000344946	-917105.8576122909	296.7823970195563	91.1	20:43:48
1341.0%	3352500	10785.000000345353	-916673.7059156345	297.89121204332145	91.1	20:43:49
1341.2%	3353000	10787.00000034576	-913847.1823086962	297.5418766252071	91.1	20:43:49
1341.4%	3353500	10789.000000346168	-914374.2486541546	299.4921221489147	91.1	20:43:43
1341.6%	3354000	10791.000000346576	-915432.5924435416	299.5467963226958	91.1	20:43:43
1341.8%	3354500	10793.000000346983	-919075.9878441626	299.5785717097826	91.1	20:43:44
1342.0%	3355000	10795.00000034739	-918148.4947154783	297.52118095928586	91.1	20:43:37
1342.2%	3355500	10797.000000347798	-916922.0852740463	298.66003257052665	91.1	20:43:38
1342.4%	3356000	10799.000000348206	-915479.5932842493	298.20493338726385	91.1	20:43:38
1342.6%	3356500	10801.000000348613	-915417.8827086687	297.67360465940266	91.1	20:43:39
1342.8%	3357000	10803.00000034902	-913879.9306865893	298.86850275641086	91.1	20:43:33
1343.0%	3357500	10805.000000349428	-916681.3562835697	298.3714850809319	91.1	20:43:33
1343.2%	3358000	10807.000000349835	-919021.4900381146	297.9349575631609	91.1	20:43:34
1343.4%	3358500	10809.000000350243	-918194.0369729241	299.0225513374612	91.1	20:43:27
1343.6%	3359000	10811.00000035065	-917207.156437139	298.26772614909777	91.1	20:43:28
1343.8%	3359500	10813.000000351058	-916800.3015543702	298.46585390683754	91.1	20:43:21
1344.0%	3360000	10815.000000351465	-918356.2604694567	298.68924024743194	91.1	20:43:22
1344.2%	3360500	10817.000000351873	-917455.4904416325	298.81652282092665	91.1	20:43:22
1344.4%	3361000	10819.00000035228	-916420.3465001313	297.85463885255933	91.1	20:43:23
1344.6%	3361500	10821.000000352687	-917517.7137365276	298.4942689039638	91.1	20:43:16
1344.8%	3362000	10823.000000353095	-918774.1403353089	299.3757666464987	91.1	20:43:17
1345.0%	3362500	10825.000000353502	-916504.5726789013	299.1230312734605	91.1	20:43:18
1345.2%	3363000	10827.00000035391	-916460.9211878171	298.5843289531779	91.1	20:43:11
1345.4%	3363500	10829.000000354317	-916199.7064259294	298.7067697788939	91.1	20:43:12
1345.6%	3364000	10831.000000354725	-918273.1100887004	298.2982916280626	91.1	20:43:13
1345.8%	3364500	10833.000000355132	-915916.2850015135	298.72346687832237	91.1	20:43:07
1346.0%	3365000	10835.00000035554	-916504.2712087212	298.86062365905246	91.1	20:43:07
1346.2%	3365500	10837.000000355947	-915387.964204208	296.86218724358974	91.1	20:43:08
1346.4%	3366000	10839.000000356355	-916600.557128618	297.9031070947521	91.1	20:43:02
1346.6%	3366500	10841.000000356762	-916515.2717137351	298.0529223342155	91.1	20:43:02
1346.8%	3367000	10843.00000035717	-917727.6211104365	298.35139829788	91.1	20:42:56
1347.0%	3367500	10845.000000357577	-916075.1492851749	297.6130477902677	91.1	20:42:56
1347.2%	3368000	10847.000000357984	-916732.51423949	298.74837778174594	91.1	20:42:57
1347.4%	3368500	10849.000000358392	-916506.1841562698	299.60771917387484	91.2	20:42:57
1347.6%	3369000	10851.0000003588	-916307.051575277	300.33539195393	91.1	20:42:51
1347.8%	3369500	10853.000000359207	-915727.9610325182	298.4504839216962	91.1	20:42:51
1348.0%	3370000	10855.000000359614	-915930.3460237253	298.5655063725985	91.1	20:42:45
1348.2%	3370500	10857.000000360022	-916751.2909161393	299.66095734147257	91.1	20:42:45
1348.4%	3371000	10859.00000036043	-915017.5030655451	297.7913304319832	91.1	20:42:46
1348.6%	3371500	10861.000000360837	-917665.7936968235	299.02444410824677	91.2	20:42:46
1348.8%	3372000	10863.000000361244	-916897.0091305301	298.6662071649065	91.1	20:42:40
1349.0%	3372500	10865.000000361651	-915082.7855258109	299.1385587849843	91.1	20:42:40
1349.2%	3373000	10867.000000362059	-917935.5443655355	298.61270729056514	91.2	20:42:41
1349.4%	3373500	10869.000000362466	-916990.4258533535	298.3430189279359	91.1	20:42:35
1349.6%	3374000	10871.000000362874	-915323.0664083539	298.8137683477478	91.1	20:42:35
1349.8%	3374500	10873.000000363281	-916751.2109410642	299.45953425229516	91.2	20:42:36
1350.0%	3375000	10875.000000363689	-916647.9702218212	299.00033829804033	91.1	20:42:24
