Loading parameters
setup BBS restraint: CustomExternalForce
setup COM res: CustomCentroidBondForce
Using platform: CUDA
Update BBS box span
Natom for fc_wall =  496

Initial system energy
-914546.9075750178 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1255.0%	3137500	9925.000000170148	-914441.9503526953	298.2013259984261	91.6	20:58:28
1255.2%	3138000	9927.000000170556	-917473.2710935785	297.0515378480323	90.9	20:57:01
1255.4%	3138500	9929.000000170963	-916907.0364631359	297.6425523729629	91.3	20:57:43
1255.6%	3139000	9931.00000017137	-914559.6011904711	297.9928537895974	91.6	20:58:21
1255.8%	3139500	9933.000000171778	-916254.0287091257	297.53655377917244	91	20:57:08
1256.0%	3140000	9935.000000172186	-916784.3512953804	296.52079378881274	91.3	20:57:44
1256.2%	3140500	9937.000000172593	-917448.3251643274	298.2742771202652	91.6	20:58:18
1256.4%	3141000	9939.000000173	-913498.7474252749	297.85855411980214	91.1	20:57:09
1256.6%	3141500	9941.000000173408	-913839.722252232	297.4129024287854	91.4	20:57:43
1256.8%	3142000	9943.000000173815	-914610.1225158065	299.96659821879996	90.8	20:56:35
1257.0%	3142500	9945.000000174223	-915532.2579451576	299.9868445694409	91.1	20:57:07
1257.2%	3143000	9947.00000017463	-915912.6808096007	298.45051999655374	91.4	20:57:37
1257.4%	3143500	9949.000000175038	-913489.7089731861	296.84143545816534	91.6	20:58:06
1257.6%	3144000	9951.000000175445	-915645.2378978217	297.45118375506325	91.1	20:57:08
1257.8%	3144500	9953.000000175853	-914737.3667768277	297.89979342631165	91.4	20:57:35
1258.0%	3145000	9955.00000017626	-915458.3809470693	297.48702100781696	91.6	20:58:00
1258.2%	3145500	9957.000000176668	-915951.5681907814	299.5940733027418	91.2	20:57:07
1258.4%	3146000	9959.000000177075	-914799.1816366357	298.15626087570377	91.4	20:57:31
1258.6%	3146500	9961.000000177482	-914584.3946768478	298.2228262772436	91	20:56:37
1258.8%	3147000	9963.00000017789	-914342.6188625274	297.15635528371735	91.2	20:57:01
1259.0%	3147500	9965.000000178297	-916447.2852550815	297.4696009782672	91.4	20:57:23
1259.2%	3148000	9967.000000178705	-916746.9600767801	297.3173551862998	91.6	20:57:45
1259.4%	3148500	9969.000000179112	-917276.0504910052	298.45018516706415	91.2	20:56:58
1259.6%	3149000	9971.00000017952	-916200.2698949417	298.0170411288017	91.4	20:57:18
1259.8%	3149500	9973.000000179927	-916016.6225124239	296.82775048846963	91.6	20:57:38
1260.0%	3150000	9975.000000180335	-916027.9020655509	298.06420314839073	90.8	20:56:04
1260.2%	3150500	9977.000000180742	-915440.2159528919	298.12818048672943	91	20:56:25
1260.4%	3151000	9979.00000018115	-918171.3389403494	300.2164870859814	90.7	20:55:43
1260.6%	3151500	9981.000000181557	-916743.6996152783	297.6837129867196	90.9	20:56:03
1260.8%	3152000	9983.000000181964	-915349.9713466284	298.78174511992336	91	20:56:22
1261.0%	3152500	9985.000000182372	-917027.5547209899	298.4597732252054	90.7	20:55:42
1261.2%	3153000	9987.00000018278	-915250.3113349718	297.22858581053913	90.9	20:56:01
1261.4%	3153500	9989.000000183187	-914084.6417405317	298.7822144440955	91	20:56:19
1261.6%	3154000	9991.000000183594	-916561.0938510923	298.07787729863264	90.7	20:55:40
1261.8%	3154500	9993.000000184002	-915847.0772617627	298.00603467031607	90.9	20:55:58
1262.0%	3155000	9995.00000018441	-915738.949678544	298.85084735722637	91.1	20:56:16
1262.2%	3155500	9997.000000184817	-916730.6680221604	298.2616698323794	90.8	20:55:40
1262.4%	3156000	9999.000000185224	-914623.2360187648	296.7708654202683	90.9	20:55:57
1262.6%	3156500	10001.000000185632	-916404.0545396209	299.2720340869431	91.1	20:56:13
1262.8%	3157000	10003.000000186039	-915580.0553185083	297.9909301455922	90.8	20:55:37
1263.0%	3157500	10005.000000186446	-916149.261816212	298.2413290495892	91	20:55:53
1263.2%	3158000	10007.000000186854	-915562.8088257825	298.13229942609536	91.1	20:56:09
1263.4%	3158500	10009.000000187261	-916420.4562435523	299.6919264071447	90.8	20:55:35
1263.6%	3159000	10011.000000187669	-914768.9936373979	297.02189959654356	91	20:55:50
1263.8%	3159500	10013.000000188076	-917950.9580224459	297.9535172899825	91.1	20:56:04
1264.0%	3160000	10015.000000188484	-917873.7176693939	298.1202471930207	91.2	20:56:18
1264.2%	3160500	10017.000000188891	-917090.1688639959	299.48618232344364	91	20:55:47
1264.4%	3161000	10019.000000189299	-919535.8500412349	298.59768616769315	91.1	20:56:00
1264.6%	3161500	10021.000000189706	-918880.1540085888	298.60783976006974	90.9	20:55:28
1264.8%	3162000	10023.000000190113	-916937.242391645	299.3448096129888	91	20:55:41
1265.0%	3162500	10025.000000190521	-917904.3385057431	297.46916716766543	91.1	20:55:54
1265.2%	3163000	10027.000000190928	-918781.6506191967	298.5237838126286	91.2	20:56:07
1265.4%	3163500	10029.000000191336	-917005.9735551486	296.95996347873677	91	20:55:38
1265.6%	3164000	10031.000000191743	-918393.3596324949	298.7824925113898	91.1	20:55:50
1265.8%	3164500	10033.00000019215	-917125.8982261941	299.2813700386597	90.9	20:55:20
1266.0%	3165000	10035.000000192558	-915595.4844084727	299.39786900604474	91	20:55:32
1266.2%	3165500	10037.000000192966	-915856.838793302	298.8031619041353	91.1	20:55:44
1266.4%	3166000	10039.000000193373	-915095.4308215296	298.27940859637295	91.2	20:55:56
1266.6%	3166500	10041.00000019378	-918007.6718305126	299.5434622904338	91	20:55:30
1266.8%	3167000	10043.000000194188	-916936.4249190707	298.1345509138948	91.2	20:55:41
1267.0%	3167500	10045.000000194595	-915863.1554105133	299.2777326697429	91.3	20:55:53
1267.2%	3168000	10047.000000195003	-916024.3341118451	299.6311941494108	91.1	20:55:27
1267.4%	3168500	10049.00000019541	-914494.663439834	298.4901527411453	91.2	20:55:38
1267.6%	3169000	10051.000000195818	-917491.8085356634	299.0132196146775	91.3	20:55:49
1267.8%	3169500	10053.000000196225	-916251.6557238386	298.65929342849347	91.1	20:55:23
1268.0%	3170000	10055.000000196633	-916396.2556933211	297.6129731169427	91.2	20:55:33
1268.2%	3170500	10057.00000019704	-914588.0522413212	298.56998987639525	91.3	20:55:44
1268.4%	3171000	10059.000000197448	-916233.2903474881	298.79227100748153	91.1	20:55:19
1268.6%	3171500	10061.000000197855	-918685.7591904034	297.9327861663456	91.2	20:55:29
1268.8%	3172000	10063.000000198263	-916168.536084909	300.27875699491483	91	20:55:04
1269.0%	3172500	10065.00000019867	-916600.9086119477	299.7536530263867	91.1	20:55:13
1269.2%	3173000	10067.000000199077	-915373.9823256503	298.1150879013785	91.2	20:55:23
1269.4%	3173500	10069.000000199485	-918199.6434497582	298.28451445566105	91.3	20:55:33
1269.6%	3174000	10071.000000199892	-917731.8445400484	297.36386221587316	91.1	20:55:11
1269.8%	3174500	10073.0000002003	-916555.4366903207	297.66235852593127	91.2	20:55:20
1270.0%	3175000	10075.000000200707	-916068.7028848501	297.86720866084255	90.8	20:54:33
1270.2%	3175500	10077.000000201115	-917957.7165756151	298.70149178103577	90.9	20:54:42
1270.4%	3176000	10079.000000201522	-918045.492093151	297.39610691812453	91	20:54:51
1270.6%	3176500	10081.00000020193	-916958.8405222008	298.3545716485757	90.8	20:54:28
1270.8%	3177000	10083.000000202337	-916832.0133066005	297.2989302866788	90.9	20:54:37
1271.0%	3177500	10085.000000202745	-917846.8793663215	298.7423871564398	91	20:54:46
1271.2%	3178000	10087.000000203152	-916849.137584405	298.519976028022	90.9	20:54:24
1271.4%	3178500	10089.00000020356	-916849.3237668932	298.19733073512134	91	20:54:33
1271.6%	3179000	10091.000000203967	-916067.9525951175	297.9002399250399	91	20:54:41
1271.8%	3179500	10093.000000204374	-915114.449718032	299.18311167791586	90.9	20:54:20
1272.0%	3180000	10095.000000204782	-915247.4225899614	298.5013127693686	91	20:54:29
1272.2%	3180500	10097.00000020519	-915738.6550440546	298.08125902561926	91	20:54:37
1272.4%	3181000	10099.000000205597	-917039.0033555636	299.1131365940247	90.9	20:54:16
1272.6%	3181500	10101.000000206004	-916234.4339256403	298.5138946360861	91	20:54:24
1272.8%	3182000	10103.000000206412	-916380.4743520943	298.34458749436595	91.1	20:54:32
1273.0%	3182500	10105.00000020682	-918273.554037258	298.2121582762763	90.9	20:54:10
1273.2%	3183000	10107.000000207227	-919181.620424347	299.74853090366315	91	20:54:18
1273.4%	3183500	10109.000000207634	-914559.9219938982	297.0457362131241	91.1	20:54:26
1273.6%	3184000	10111.000000208041	-916600.0913520236	299.0662008317152	91.1	20:54:34
1273.8%	3184500	10113.000000208449	-914707.2661029329	296.79675187275615	91	20:54:15
1274.0%	3185000	10115.000000208856	-915028.3132628119	298.5939013034635	91.1	20:54:22
1274.2%	3185500	10117.000000209264	-917776.3592965044	297.61403995990537	90.9	20:54:02
1274.4%	3186000	10119.000000209671	-915855.7539815875	298.2946071595276	91	20:54:10
1274.6%	3186500	10121.000000210079	-917196.6159052178	298.02046715968413	91.1	20:54:17
1274.8%	3187000	10123.000000210486	-916904.9037095588	299.8093830333413	91.1	20:54:24
1275.0%	3187500	10125.000000210894	-918269.781142978	297.38507395709325	91	20:54:06
1275.2%	3188000	10127.000000211301	-918155.8130751587	297.74967256803944	91.1	20:54:13
1275.4%	3188500	10129.000000211709	-917461.8221588088	297.6523407934245	91.2	20:54:20
1275.6%	3189000	10131.000000212116	-916595.538678858	297.0989089741243	91	20:54:02
1275.8%	3189500	10133.000000212523	-916122.5428179237	297.86163065726856	91.1	20:54:09
1276.0%	3190000	10135.00000021293	-916937.9170866357	299.8725125573617	91.2	20:54:16
1276.2%	3190500	10137.000000213338	-916321.9685940566	299.50388311843267	91	20:53:58
1276.4%	3191000	10139.000000213746	-914283.1255899603	299.2761787392426	91.1	20:54:05
1276.6%	3191500	10141.000000214153	-917461.3051457284	299.83458767920234	91	20:53:46
1276.8%	3192000	10143.00000021456	-915706.6627801745	298.6843925236791	91	20:53:53
1277.0%	3192500	10145.000000214968	-917307.3278239346	298.60375733501076	91.1	20:53:59
1277.2%	3193000	10147.000000215376	-917610.893794531	298.77472858792584	91.2	20:54:06
1277.4%	3193500	10149.000000215783	-914361.4475560728	298.1849137016909	91.1	20:53:49
1277.6%	3194000	10151.00000021619	-915581.152240918	299.2136969434512	91.1	20:53:55
1277.8%	3194500	10153.000000216598	-915475.5745781446	298.0615196839455	91	20:53:37
1278.0%	3195000	10155.000000217005	-917254.0722802551	300.31338821377716	91.1	20:53:43
1278.2%	3195500	10157.000000217413	-914450.6325696725	297.92846361101255	91.1	20:53:49
1278.4%	3196000	10159.00000021782	-917021.8824188351	298.05905901636135	91.2	20:53:55
1278.6%	3196500	10161.000000218228	-916995.3553037196	297.29487833345496	91.1	20:53:39
1278.8%	3197000	10163.000000218635	-918634.460024551	298.06164679838	91.1	20:53:45
1279.0%	3197500	10165.000000219043	-916909.5502595096	299.5131358886326	91.2	20:53:51
1279.2%	3198000	10167.00000021945	-918363.9009214127	297.11602589923905	91.1	20:53:35
1279.4%	3198500	10169.000000219858	-917692.2725680405	297.98954735270166	91.1	20:53:40
1279.6%	3199000	10171.000000220265	-917328.8666500198	298.07847227422764	91.2	20:53:46
1279.8%	3199500	10173.000000220673	-917496.5357638332	298.95778761414647	91.1	20:53:31
1280.0%	3200000	10175.00000022108	-920667.7220125818	297.76037486142525	91	20:53:20
1280.2%	3200500	10177.000000221487	-914944.306549876	297.9592437786581	90.9	20:53:05
1280.4%	3201000	10179.000000221895	-916309.620878167	297.8373851695261	91	20:53:10
1280.6%	3201500	10181.000000222302	-917483.2565743187	300.10430739090924	91	20:53:16
1280.8%	3202000	10183.00000022271	-915499.854910397	296.9540553723622	90.9	20:53:01
1281.0%	3202500	10185.000000223117	-914621.8518078234	297.0832931129064	91	20:53:07
1281.2%	3203000	10187.000000223525	-914697.1978920582	296.8639206053448	91.1	20:53:13
1281.4%	3203500	10189.000000223932	-913411.2232064297	296.8969822106915	91	20:52:58
1281.6%	3204000	10191.00000022434	-916383.5480097961	298.34944744125306	91	20:53:03
1281.8%	3204500	10193.000000224747	-915979.597474691	297.04064120173916	91.1	20:53:09
1282.0%	3205000	10195.000000225155	-915574.879361303	298.72755834962067	91	20:52:53
1282.2%	3205500	10197.000000225562	-915984.2432495896	296.8563151005687	91	20:52:59
1282.4%	3206000	10199.00000022597	-916539.2031517904	299.2470628518511	91.1	20:53:04
1282.6%	3206500	10201.000000226377	-916672.3409843631	298.03014337301636	91	20:52:49
1282.8%	3207000	10203.000000226784	-915310.7313036369	297.1714863059908	91	20:52:54
1283.0%	3207500	10205.000000227192	-915094.0777121447	298.5797086281246	91.1	20:52:59
1283.2%	3208000	10207.0000002276	-914863.7877530884	298.8157017793482	91	20:52:44
1283.4%	3208500	10209.000000228007	-914649.1167512634	298.33256245099585	91	20:52:49
1283.6%	3209000	10211.000000228414	-915159.9250195175	299.4201881604566	91.1	20:52:55
1283.8%	3209500	10213.000000228822	-915965.810305235	299.4911369493248	91.2	20:53:00
1284.0%	3210000	10215.000000229229	-914340.1565842731	298.570848728229	91.1	20:52:46
1284.2%	3210500	10217.000000229636	-914459.3447806677	298.0656960089826	91.1	20:52:51
1284.4%	3211000	10219.000000230044	-913552.3798387665	297.7393040940722	91.2	20:52:56
1284.6%	3211500	10221.000000230451	-913263.2336162492	299.00297156199616	91.1	20:52:42
1284.8%	3212000	10223.000000230859	-916702.0776690245	298.82747821576385	91.1	20:52:47
1285.0%	3212500	10225.000000231266	-915636.3541819341	298.6465303294825	91	20:52:32
1285.2%	3213000	10227.000000231674	-914068.5171865411	298.633184041358	91.1	20:52:36
1285.4%	3213500	10229.000000232081	-916102.7656513653	298.38675655202934	91.1	20:52:41
1285.6%	3214000	10231.000000232489	-916883.0032515107	299.4244376395778	91.2	20:52:45
1285.8%	3214500	10233.000000232896	-916111.2443743772	297.03672972863365	91.1	20:52:31
1286.0%	3215000	10235.000000233304	-918588.61871872	298.9520733955578	91.1	20:52:36
1286.2%	3215500	10237.000000233711	-916415.7166899834	296.10717995770017	91	20:52:21
1286.4%	3216000	10239.000000234118	-916151.5158030023	299.40130263067084	91.1	20:52:26
1286.6%	3216500	10241.000000234526	-916715.323695566	298.11255423316595	91.1	20:52:30
1286.8%	3217000	10243.000000234933	-916357.3847520417	298.200965297699	91.2	20:52:34
1287.0%	3217500	10245.00000023534	-913939.3637073026	298.64760664496373	91.1	20:52:21
1287.2%	3218000	10247.000000235748	-913803.9860236961	299.0899946627273	91.1	20:52:25
1287.4%	3218500	10249.000000236156	-916385.3584167929	298.18677912823165	91.2	20:52:29
1287.6%	3219000	10251.000000236563	-916936.7174527338	297.28364195274514	91.1	20:52:16
1287.8%	3219500	10253.00000023697	-917035.0021766778	298.16006378398686	91.1	20:52:20
1288.0%	3220000	10255.000000237378	-917401.8976855711	299.258454307655	91.2	20:52:25
1288.2%	3220500	10257.000000237786	-916336.0584964938	299.06981651117997	91.1	20:52:12
1288.4%	3221000	10259.000000238193	-914634.9742691279	297.6130931565809	91.1	20:52:16
1288.6%	3221500	10261.0000002386	-915057.4243661156	298.9904700467776	91.2	20:52:20
1288.8%	3222000	10263.000000239008	-916856.942185346	300.12719705791255	91.1	20:52:08
1289.0%	3222500	10265.000000239415	-915057.297387192	299.32220613954576	91.2	20:52:11
1289.2%	3223000	10267.000000239823	-914034.1915498339	298.85504117202487	91.1	20:51:58
1289.4%	3223500	10269.00000024023	-913558.0915032914	298.65159042922204	91.1	20:52:02
1289.6%	3224000	10271.000000240638	-916773.6991464077	298.59369307600366	91.2	20:52:06
1289.8%	3224500	10273.000000241045	-916861.9042697847	299.95567963044425	91.2	20:52:10
1290.0%	3225000	10275.000000241453	-914274.290114576	298.7640180386468	91	20:51:45
1290.2%	3225500	10277.00000024186	-917554.9622530006	300.39424353989097	91.1	20:51:49
1290.4%	3226000	10279.000000242268	-915098.2401268319	297.8699266236694	91	20:51:37
1290.6%	3226500	10281.000000242675	-916208.8328231391	298.02292583892125	91	20:51:40
1290.8%	3227000	10283.000000243082	-917329.2577836402	296.6482059573648	91.1	20:51:44
1291.0%	3227500	10285.00000024349	-918309.1522489842	297.9438585725884	91	20:51:32
1291.2%	3228000	10287.000000243897	-916420.5938675865	298.51390717508195	91	20:51:35
1291.4%	3228500	10289.000000244305	-915973.8960726433	298.7908591076542	91.1	20:51:39
1291.6%	3229000	10291.000000244712	-916517.6742473505	298.8463267164302	91	20:51:27
1291.8%	3229500	10293.00000024512	-916473.9544038251	300.23976081742535	91	20:51:30
1292.0%	3230000	10295.000000245527	-916996.0230808584	297.8320255586027	91.1	20:51:34
1292.2%	3230500	10297.000000245935	-914536.6317793513	299.0008900689205	91	20:51:22
1292.4%	3231000	10299.000000246342	-918311.6285901074	297.88689687461795	91.1	20:51:26
1292.6%	3231500	10301.00000024675	-915192.7569709867	298.3628695674123	91.1	20:51:29
1292.8%	3232000	10303.000000247157	-916671.9619370988	296.94654033101153	91	20:51:17
1293.0%	3232500	10305.000000247564	-916670.777140581	296.6607870337797	91.1	20:51:20
1293.2%	3233000	10307.000000247972	-917023.1926960438	297.22191837314796	91.1	20:51:24
1293.4%	3233500	10309.00000024838	-919211.8205935443	297.6718160296017	91	20:51:12
1293.6%	3234000	10311.000000248787	-915286.3430014732	298.0546699013229	91.1	20:51:15
1293.8%	3234500	10313.000000249194	-915512.4405253353	298.3442263750949	91.1	20:51:19
1294.0%	3235000	10315.000000249602	-915634.1120315418	298.8728372321725	91	20:51:07
1294.2%	3235500	10317.00000025001	-918097.8674092861	298.9944375358348	91.1	20:51:10
1294.4%	3236000	10319.000000250417	-916503.1099203276	297.89308089778007	91.1	20:51:14
1294.6%	3236500	10321.000000250824	-915758.5625106078	298.8839044840773	91.1	20:51:17
1294.8%	3237000	10323.000000251232	-916319.7471557036	299.3233131992371	91.1	20:51:06
1295.0%	3237500	10325.000000251639	-917489.8769536307	297.6484399922144	91.1	20:51:09
1295.2%	3238000	10327.000000252046	-917069.7905598399	296.5667151452026	91.2	20:51:12
1295.4%	3238500	10329.000000252454	-915269.8100590813	299.3317791815386	91.1	20:51:01
1295.6%	3239000	10331.000000252861	-917821.5438884022	297.01613837745356	91.1	20:51:05
1295.8%	3239500	10333.000000253269	-916463.4557099473	297.37850301218606	91.2	20:51:08
1296.0%	3240000	10335.000000253676	-917662.4535799231	297.4885480766377	91.1	20:50:57
1296.2%	3240500	10337.000000254084	-915877.5130545325	297.51312762282487	91.1	20:51:00
1296.4%	3241000	10339.000000254491	-917348.8397977343	298.0777373588195	91.1	20:50:48
1296.6%	3241500	10341.000000254899	-915455.8470803178	298.2870637935448	91.1	20:50:51
1296.8%	3242000	10343.000000255306	-914642.5368466512	299.3284534024419	91.1	20:50:54
1297.0%	3242500	10345.000000255714	-915439.8407528866	298.88512974925413	91.2	20:50:57
1297.2%	3243000	10347.000000256121	-916080.3323083906	297.98353590960807	91.1	20:50:47
1297.4%	3243500	10349.000000256528	-916571.1028421801	298.3760122972609	91.1	20:50:49
1297.6%	3244000	10351.000000256936	-915158.7312731477	297.14842999616883	91.2	20:50:52
1297.8%	3244500	10353.000000257343	-915375.5313764447	299.5544041395186	91.1	20:50:42
1298.0%	3245000	10355.00000025775	-915991.9230850702	298.0833180358165	91.2	20:50:45
1298.2%	3245500	10357.000000258158	-916230.7902784338	297.37747121874196	91.2	20:50:48
1298.4%	3246000	10359.000000258566	-917072.6178111392	298.00610058974	91.1	20:50:38
1298.6%	3246500	10361.000000258973	-916270.8575442657	296.8508170684846	91.2	20:50:41
1298.8%	3247000	10363.00000025938	-916691.280851515	300.28882156269	91.1	20:50:29
1299.0%	3247500	10365.000000259788	-917329.7689964985	297.9865308900769	91.1	20:50:32
1299.2%	3248000	10367.000000260196	-918595.833966638	299.1708940652161	91.2	20:50:35
1299.4%	3248500	10369.000000260603	-914432.0880043311	296.1040953078686	91.2	20:50:38
1299.6%	3249000	10371.00000026101	-914425.6918673906	298.3042102343412	91.1	20:50:28
1299.8%	3249500	10373.000000261418	-916069.4590158053	298.04638469749995	91.2	20:50:30
1300.0%	3250000	10375.000000261825	-916208.9717964092	298.13832183009845	91	20:50:11
1300.2%	3250500	10377.000000262233	-914508.5641628373	299.1666528979498	91.1	20:50:13
1300.4%	3251000	10379.00000026264	-915374.9255528627	299.29186645715015	91.1	20:50:16
1300.6%	3251500	10381.000000263048	-914476.0864220387	300.61510859954825	91	20:50:05
1300.8%	3252000	10383.000000263455	-913479.874319071	299.4197202583188	91.1	20:50:08
1301.0%	3252500	10385.000000263863	-913805.7656112295	298.34260088659636	91.1	20:50:10
1301.2%	3253000	10387.00000026427	-914593.6467797379	299.07014273127646	91	20:50:00
1301.4%	3253500	10389.000000264678	-915780.2804508088	296.86160426515056	91.1	20:50:03
1301.6%	3254000	10391.000000265085	-917567.7136465306	298.99124665661077	91.1	20:50:05
1301.8%	3254500	10393.000000265492	-914506.3355187038	297.5505440872335	91	20:49:55
1302.0%	3255000	10395.0000002659	-916240.8027837286	299.8923117627701	91.1	20:49:57
1302.2%	3255500	10397.000000266307	-914977.8353203833	297.82706088281043	91.1	20:49:59
1302.4%	3256000	10399.000000266715	-914081.1947836503	297.6973014770601	91.1	20:50:02
1302.6%	3256500	10401.000000267122	-915709.5412568226	299.5658902043235	91.1	20:49:52
1302.8%	3257000	10403.00000026753	-915106.9842326585	298.8563653855562	91.1	20:49:54
1303.0%	3257500	10405.000000267937	-914645.3119944455	298.99040251253916	91	20:49:43
1303.2%	3258000	10407.000000268345	-915974.5538931778	297.78130088903765	91.1	20:49:46
1303.4%	3258500	10409.000000268752	-915001.9943112098	298.73361205150576	91.1	20:49:48
1303.6%	3259000	10411.00000026916	-917517.7289676378	298.72217129026427	91.1	20:49:51
1303.8%	3259500	10413.000000269567	-916262.0020751269	298.89843345816473	91.1	20:49:41
1304.0%	3260000	10415.000000269974	-913634.6021695901	298.24161965838533	91.1	20:49:43
1304.2%	3260500	10417.000000270382	-916227.0027007363	297.8447616054974	91.1	20:49:46
1304.4%	3261000	10419.00000027079	-916480.3092189673	297.95894159295835	91.1	20:49:36
1304.6%	3261500	10421.000000271197	-914921.0067087002	298.70083463490965	91.1	20:49:39
1304.8%	3262000	10423.000000271604	-913282.6084359088	297.70269005885916	91.2	20:49:41
1305.0%	3262500	10425.000000272012	-913378.4961424964	298.01595521748845	91.1	20:49:32
1305.2%	3263000	10427.00000027242	-915072.8402889352	297.51488189343246	91.1	20:49:34
1305.4%	3263500	10429.000000272827	-916489.0770205427	298.6787050868924	91.1	20:49:24
1305.6%	3264000	10431.000000273234	-915617.714513374	299.86609599765507	91.1	20:49:26
1305.8%	3264500	10433.000000273641	-914983.0341437324	298.24753632115073	91.1	20:49:29
1306.0%	3265000	10435.000000274049	-916748.0307018282	298.9941539851498	91.2	20:49:31
1306.2%	3265500	10437.000000274456	-915826.129118449	299.74401992215616	91.1	20:49:22
1306.4%	3266000	10439.000000274864	-914906.6073411256	297.4127052861183	91.1	20:49:24
1306.6%	3266500	10441.000000275271	-914358.6744772699	298.9057875244015	91.1	20:49:14
1306.8%	3267000	10443.000000275679	-916235.0399461966	297.73095023806735	91.1	20:49:16
1307.0%	3267500	10445.000000276086	-915358.3370839693	299.8385863661717	91.1	20:49:18
1307.2%	3268000	10447.000000276494	-915479.7306824867	298.80970449953753	91.2	20:49:20
1307.4%	3268500	10449.000000276901	-915924.9747696957	300.41848215344265	91.1	20:49:11
1307.6%	3269000	10451.000000277309	-914068.1579633346	298.13834940458446	91.1	20:49:13
1307.8%	3269500	10453.000000277716	-917078.1518739546	298.25508754564976	91.2	20:49:15
1308.0%	3270000	10455.000000278123	-916358.3895965545	298.68129729791775	91.1	20:49:06
1308.2%	3270500	10457.000000278531	-915962.7897960851	298.7070999658778	91.2	20:49:08
1308.4%	3271000	10459.000000278938	-916134.6456966754	298.60603354332306	91.2	20:49:10
1308.6%	3271500	10461.000000279346	-915044.4387024944	298.5841061311114	91.1	20:49:01
1308.8%	3272000	10463.000000279753	-915629.2048416063	299.065691240087	91.2	20:49:03
1309.0%	3272500	10465.00000028016	-915904.2961813211	297.3269821317288	91.2	20:49:05
1309.2%	3273000	10467.000000280568	-916275.6297274008	297.4076787319438	91.1	20:48:56
1309.4%	3273500	10469.000000280976	-915960.0553373611	298.18922672334577	91.2	20:48:58
1309.6%	3274000	10471.000000281383	-914036.2849041927	298.9719708267397	91.1	20:48:48
1309.8%	3274500	10473.00000028179	-915986.8394741067	298.4216038374004	91.1	20:48:50
1310.0%	3275000	10475.000000282198	-914304.845368865	298.8834970703243	91.1	20:48:44
1310.2%	3275500	10477.000000282605	-917336.0135736396	297.96303344615325	91	20:48:35
1310.4%	3276000	10479.000000283013	-917831.8157426198	299.0064790555772	91.1	20:48:37
1310.6%	3276500	10481.00000028342	-915473.341680008	298.6816335969053	91.1	20:48:38
1310.8%	3277000	10483.000000283828	-916416.444168048	297.4927699001999	91	20:48:30
1311.0%	3277500	10485.000000284235	-915345.9263086217	298.8873602935641	91.1	20:48:32
1311.2%	3278000	10487.000000284643	-916933.7021980044	297.91795239835534	91.1	20:48:33
1311.4%	3278500	10489.00000028505	-914286.8634015988	298.65441810441376	91	20:48:24
