Loading parameters
setup BBS restraint: CustomExternalForce
setup COM res: CustomCentroidBondForce
Using platform: CUDA
Update BBS box span
Natom for fc_wall =  496

Initial system energy
-917631.6050441894 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1211.0%	3027500	9485.000000080508	-917485.7477079676	299.1049896760371	91.2	21:04:33
1211.2%	3028000	9487.000000080916	-916364.0390040427	298.0898506168463	91.2	21:04:35
1211.4%	3028500	9489.000000081323	-916484.3357579615	296.38168123560274	91.2	21:04:27
1211.6%	3029000	9491.00000008173	-916136.949497621	298.6282630762983	91.2	21:04:28
1211.8%	3029500	9493.000000082138	-916573.1063569244	298.2239080841559	91.2	21:04:30
1212.0%	3030000	9495.000000082546	-917451.7850137008	298.03801731421925	91.2	21:04:21
1212.2%	3030500	9497.000000082953	-916671.1937682186	299.07020468626905	91.2	21:04:22
1212.4%	3031000	9499.00000008336	-916045.1643351852	297.3088175375903	91.2	21:04:24
1212.6%	3031500	9501.000000083768	-917601.5517821349	298.26508524383485	91.2	21:04:15
1212.8%	3032000	9503.000000084176	-916940.6711829742	298.6332637972684	91.2	21:04:17
1213.0%	3032500	9505.000000084583	-914125.8802869376	299.2072035055634	91.2	21:04:18
1213.2%	3033000	9507.00000008499	-916186.1928671934	298.44696700799307	91.2	21:04:20
1213.4%	3033500	9509.000000085398	-917360.0539654051	297.9900222924774	91.2	21:04:12
1213.6%	3034000	9511.000000085805	-916253.9507088177	298.18860832616934	91.2	21:04:13
1213.8%	3034500	9513.000000086213	-914279.9477309091	298.1921941834043	91.3	21:04:15
1214.0%	3035000	9515.00000008662	-915350.1453948151	298.97674297452903	91.2	21:04:07
1214.2%	3035500	9517.000000087028	-915835.7686921605	298.93261748910805	91.2	21:04:08
1214.4%	3036000	9519.000000087435	-917511.5593756484	298.51552509360704	91.3	21:04:09
1214.6%	3036500	9521.000000087843	-918932.2276724316	300.7591328195682	91.2	21:04:02
1214.8%	3037000	9523.00000008825	-917056.2356489603	299.4392142628944	91.2	21:04:03
1215.0%	3037500	9525.000000088658	-914807.5620802687	298.1065627526225	91.2	21:03:54
1215.2%	3038000	9527.000000089065	-917074.8124686745	299.0399688126178	91.2	21:03:56
1215.4%	3038500	9529.000000089472	-915194.500687019	298.3619185259859	91.2	21:03:57
1215.6%	3039000	9531.00000008988	-917106.1983718062	297.96313314128025	91.3	21:03:58
1215.8%	3039500	9533.000000090287	-916228.5132813323	297.0839749811393	91.2	21:03:51
1216.0%	3040000	9535.000000090695	-918582.7703676624	300.0665086306729	91.2	21:03:52
1216.2%	3040500	9537.000000091102	-915881.5917106997	298.92408230796735	91.3	21:03:54
1216.4%	3041000	9539.00000009151	-917899.4467887301	298.96537350606854	91.2	21:03:46
1216.6%	3041500	9541.000000091917	-916970.2342695966	297.3067164223899	91.2	21:03:47
1216.8%	3042000	9543.000000092325	-915035.4998026891	298.1934034451114	91.3	21:03:48
1217.0%	3042500	9545.000000092732	-915804.1380387116	299.0813044730223	91.2	21:03:41
1217.2%	3043000	9547.00000009314	-916074.1284672925	298.30169003268514	91.2	21:03:42
1217.4%	3043500	9549.000000093547	-915889.5407980415	297.6063120122391	91.3	21:03:43
1217.6%	3044000	9551.000000093954	-917041.8557084822	297.50869907276757	91.2	21:03:35
1217.8%	3044500	9553.000000094362	-916178.6727065817	298.5991509026334	91.3	21:03:37
1218.0%	3045000	9555.00000009477	-916143.0850200462	298.52002858014987	91.2	21:03:29
1218.2%	3045500	9557.000000095177	-917446.9546879912	298.4704741402312	91.2	21:03:30
1218.4%	3046000	9559.000000095584	-916825.031604724	299.2907061861885	91.3	21:03:31
1218.6%	3046500	9561.000000095992	-915385.1621366628	298.2092494945822	91.3	21:03:32
1218.8%	3047000	9563.0000000964	-914516.5478616012	298.32922056698044	91.2	21:03:25
1219.0%	3047500	9565.000000096807	-914856.7065117811	298.62979294028065	91.3	21:03:26
1219.2%	3048000	9567.000000097214	-915426.82296809	297.39291204042763	91.2	21:03:18
1219.4%	3048500	9569.000000097622	-917899.5174501152	297.4662869821699	91.2	21:03:19
1219.6%	3049000	9571.000000098029	-915357.7136423159	297.9842499853936	91.3	21:03:20
1219.8%	3049500	9573.000000098436	-917232.7072661715	297.8461546001456	91.3	21:03:21
1220.0%	3050000	9575.000000098844	-917031.7707698802	299.15266218181455	91.2	21:03:07
1220.2%	3050500	9577.000000099251	-914224.783905902	297.8586839478722	91.2	21:03:08
1220.4%	3051000	9579.000000099659	-915230.3334982623	297.88501283318817	91.1	21:03:00
1220.6%	3051500	9581.000000100066	-916045.6490341127	298.0581420238588	91.2	21:03:01
1220.8%	3052000	9583.000000100474	-917343.9560528346	298.21544549716776	91.2	21:03:02
1221.0%	3052500	9585.000000100881	-917589.9035081561	298.75771326954595	91.1	21:02:55
1221.2%	3053000	9587.000000101289	-915941.9705081778	299.13625536216534	91.2	21:02:56
1221.4%	3053500	9589.000000101696	-918075.3953812392	297.1802195264921	91.2	21:02:57
1221.6%	3054000	9591.000000102104	-915251.1530797472	297.1578763199308	91.2	21:02:49
1221.8%	3054500	9593.000000102511	-914236.6773051051	297.8275098809243	91.2	21:02:50
1222.0%	3055000	9595.000000102918	-916319.4549122537	299.5336924056646	91.2	21:02:51
1222.2%	3055500	9597.000000103326	-917153.7333006919	299.8021691549588	91.2	21:02:52
1222.4%	3056000	9599.000000103733	-915253.0675307652	300.27015496745423	91.2	21:02:45
1222.6%	3056500	9601.00000010414	-916465.1782562439	299.5948515104554	91.2	21:02:46
1222.8%	3057000	9603.000000104548	-916158.8647165913	298.1770306623352	91.2	21:02:38
1223.0%	3057500	9605.000000104956	-917007.6643249625	299.06707361549536	91.2	21:02:39
1223.2%	3058000	9607.000000105363	-915031.7750961394	299.1758728640912	91.2	21:02:40
1223.4%	3058500	9609.00000010577	-915657.9849113012	298.1689496024682	91.2	21:02:41
1223.6%	3059000	9611.000000106178	-916301.2850846751	297.4321879099313	91.2	21:02:34
1223.8%	3059500	9613.000000106586	-918692.0440109163	297.7593614068166	91.2	21:02:35
1224.0%	3060000	9615.000000106993	-916451.840356674	297.7541169963707	91.2	21:02:36
1224.2%	3060500	9617.0000001074	-914200.9379324848	296.84291400518356	91.2	21:02:29
1224.4%	3061000	9619.000000107808	-915706.2842036472	298.3942352468825	91.2	21:02:30
1224.6%	3061500	9621.000000108215	-917078.9045827845	298.74073668705154	91.2	21:02:31
1224.8%	3062000	9623.000000108623	-914991.7533824621	298.1201023161268	91.2	21:02:24
1225.0%	3062500	9625.00000010903	-916014.4573672134	298.73788788417625	91.2	21:02:25
1225.2%	3063000	9627.000000109438	-916386.8646640703	298.3538204156666	91.2	21:02:17
1225.4%	3063500	9629.000000109845	-914637.0921949502	297.7879558434647	91.2	21:02:18
1225.6%	3064000	9631.000000110253	-917795.1831625192	298.15951406521066	91.2	21:02:19
1225.8%	3064500	9633.00000011066	-916774.1380561134	298.7805704198847	91.2	21:02:19
1226.0%	3065000	9635.000000111067	-914389.7540305541	297.3161787021885	91.2	21:02:13
1226.2%	3065500	9637.000000111475	-914182.0137248933	299.9734350186617	91.2	21:02:13
1226.4%	3066000	9639.000000111882	-915440.1017022589	299.3407216127521	91.2	21:02:14
1226.6%	3066500	9641.00000011229	-915600.7949762074	299.6867456248576	91.2	21:02:08
1226.8%	3067000	9643.000000112697	-916035.8542384338	298.90533181721827	91.2	21:02:08
1227.0%	3067500	9645.000000113105	-914860.5095809754	297.83893342418025	91.2	21:02:09
1227.2%	3068000	9647.000000113512	-916676.4618671834	297.2747275801545	91.2	21:02:03
1227.4%	3068500	9649.00000011392	-915927.8311476717	297.2518476558308	91.2	21:02:04
1227.6%	3069000	9651.000000114327	-916272.3677476337	298.0816846994746	91.2	21:01:56
1227.8%	3069500	9653.000000114735	-916448.2010738971	299.1698306791011	91.2	21:01:57
1228.0%	3070000	9655.000000115142	-917315.1085630739	298.1578689931554	91.2	21:01:58
1228.2%	3070500	9657.00000011555	-917031.5148428585	298.66278986987794	91.3	21:01:59
1228.4%	3071000	9659.000000115957	-915962.0689780815	298.8658915408992	91.2	21:01:52
1228.6%	3071500	9661.000000116364	-916414.4843494119	298.912942188304	91.2	21:01:53
1228.8%	3072000	9663.000000116772	-915954.2005805676	296.94889762869747	91.3	21:01:54
1229.0%	3072500	9665.00000011718	-915017.1225514496	298.5534184524878	91.2	21:01:47
1229.2%	3073000	9667.000000117587	-915744.5707276696	300.29309107350474	91.2	21:01:48
1229.4%	3073500	9669.000000117994	-914070.9233896416	298.26005977978247	91.3	21:01:49
1229.6%	3074000	9671.000000118402	-914953.6446043411	298.9759872419749	91.2	21:01:42
1229.8%	3074500	9673.00000011881	-917952.399394609	298.21543667062673	91.2	21:01:43
1230.0%	3075000	9675.000000119217	-914636.252027696	297.92908449745505	91.2	21:01:30
1230.2%	3075500	9677.000000119624	-916780.8236220623	299.06844720148956	91.2	21:01:30
1230.4%	3076000	9679.000000120031	-918064.1644969	300.1472423771135	91.2	21:01:31
1230.6%	3076500	9681.000000120439	-915188.3439528616	297.6299526263736	91.2	21:01:24
1230.8%	3077000	9683.000000120846	-915914.7376686847	297.801108389681	91.2	21:01:25
1231.0%	3077500	9685.000000121254	-915171.7369440501	297.97270162601677	91.2	21:01:25
1231.2%	3078000	9687.000000121661	-916124.5279751197	297.29652413808805	91.2	21:01:18
1231.4%	3078500	9689.000000122069	-916510.332525136	296.51392535667617	91.2	21:01:19
1231.6%	3079000	9691.000000122476	-917990.0717390534	297.53583900780495	91.2	21:01:20
1231.8%	3079500	9693.000000122884	-918313.1587593802	297.8150266939819	91.2	21:01:13
1232.0%	3080000	9695.000000123291	-915286.8385910606	297.9657460899998	91.2	21:01:13
1232.2%	3080500	9697.000000123699	-919721.9878378185	299.50384962040994	91.2	21:01:14
1232.4%	3081000	9699.000000124106	-915839.9027651548	299.1517334771134	91.2	21:01:07
1232.6%	3081500	9701.000000124513	-916747.4336902844	298.02033856979904	91.2	21:01:07
1232.8%	3082000	9703.000000124921	-914681.2826243639	298.87250467603315	91.2	21:01:08
1233.0%	3082500	9705.000000125328	-916508.4203248248	297.7302079777221	91.2	21:01:09
1233.2%	3083000	9707.000000125736	-915067.0078858407	299.76804610475244	91.2	21:01:02
1233.4%	3083500	9709.000000126143	-918012.3387927804	298.13178590300026	91.2	21:01:03
1233.6%	3084000	9711.00000012655	-916857.0554470685	297.70266509730834	91.2	21:01:03
1233.8%	3084500	9713.000000126958	-917303.9314728137	299.0397441308993	91.2	21:00:56
1234.0%	3085000	9715.000000127366	-916719.6557971071	297.99456791319784	91.2	21:00:57
1234.2%	3085500	9717.000000127773	-916655.326579805	297.9110840258193	91.2	21:00:58
1234.4%	3086000	9719.00000012818	-916716.4128468954	298.13192952328734	91.2	21:00:51
1234.6%	3086500	9721.000000128588	-918748.3186826464	297.9148940806103	91.2	21:00:52
1234.8%	3087000	9723.000000128995	-918609.6048299521	299.5313444176362	91.2	21:00:45
1235.0%	3087500	9725.000000129403	-915762.0873843357	297.97998835355827	91.2	21:00:45
1235.2%	3088000	9727.00000012981	-918140.8312120391	299.07094728294334	91.2	21:00:46
1235.4%	3088500	9729.000000130218	-916034.7067769938	297.49620962471965	91.2	21:00:46
1235.6%	3089000	9731.000000130625	-916654.4036758831	298.9816442905984	91.2	21:00:40
1235.8%	3089500	9733.000000131033	-915144.8994738893	297.97014770400176	91.2	21:00:41
1236.0%	3090000	9735.00000013144	-916296.9580452368	299.5109434139514	91.2	21:00:34
1236.2%	3090500	9737.000000131848	-917031.6489930688	298.161428967153	91.2	21:00:34
1236.4%	3091000	9739.000000132255	-915799.9770530416	297.9020758367795	91.2	21:00:35
1236.6%	3091500	9741.000000132663	-915045.9179232102	298.22565053811945	91.2	21:00:35
1236.8%	3092000	9743.00000013307	-914120.1048906753	298.9126578421615	91.2	21:00:29
1237.0%	3092500	9745.000000133477	-916411.2171680313	297.54034839332945	91.2	21:00:30
1237.2%	3093000	9747.000000133885	-916436.3984363885	298.9466035316515	91.2	21:00:30
1237.4%	3093500	9749.000000134292	-915223.7072659442	297.3612287210093	91.2	21:00:24
1237.6%	3094000	9751.0000001347	-915203.427568676	298.92582626273963	91.2	21:00:24
1237.8%	3094500	9753.000000135107	-916382.6651254669	299.2251159878128	91.2	21:00:25
1238.0%	3095000	9755.000000135515	-916548.273310469	298.6824527941478	91.2	21:00:19
1238.2%	3095500	9757.000000135922	-915910.2203566981	298.63564934949727	91.2	21:00:19
1238.4%	3096000	9759.00000013633	-918741.9226407716	298.8254640508023	91.2	21:00:20
1238.6%	3096500	9761.000000136737	-917150.74256285	297.48546098156123	91.2	21:00:13
1238.8%	3097000	9763.000000137145	-917551.9854389951	297.6754046900914	91.2	21:00:14
1239.0%	3097500	9765.000000137552	-915807.5645821234	298.6818338355601	91.2	21:00:07
1239.2%	3098000	9767.00000013796	-917051.6252456284	297.7280933530445	91.2	21:00:08
1239.4%	3098500	9769.000000138367	-917451.1068396331	299.25975800330207	91.2	21:00:08
1239.6%	3099000	9771.000000138774	-915984.1583610736	298.8425869015591	91.2	21:00:09
1239.8%	3099500	9773.000000139182	-917570.6994623789	298.50252240201235	91.2	21:00:03
1240.0%	3100000	9775.00000013959	-917220.8596173152	298.4609857871736	91.2	20:59:58
1240.2%	3100500	9777.000000139997	-917437.2771816729	298.8532657900376	91.1	20:59:51
1240.4%	3101000	9779.000000140404	-918912.9419777556	297.3973155009382	91.2	20:59:52
1240.6%	3101500	9781.000000140812	-917112.9794193525	299.5042859399047	91.2	20:59:52
1240.8%	3102000	9783.000000141219	-919757.8793725665	297.9890060600031	91.1	20:59:46
1241.0%	3102500	9785.000000141627	-918265.4490952748	298.3777471065074	91.2	20:59:47
1241.2%	3103000	9787.000000142034	-919821.5091272048	298.3173228149623	91.2	20:59:47
1241.4%	3103500	9789.000000142441	-916573.3291665632	298.94121420066335	91.1	20:59:41
1241.6%	3104000	9791.000000142849	-916490.9412304689	298.25629347483857	91.2	20:59:41
1241.8%	3104500	9793.000000143256	-917462.724369471	298.4789483824521	91.2	20:59:42
1242.0%	3105000	9795.000000143664	-915717.3882046677	299.1140899707226	91.1	20:59:35
1242.2%	3105500	9797.000000144071	-915019.8255192209	298.90126631005023	91.2	20:59:35
1242.4%	3106000	9799.000000144479	-918928.0582175474	299.02842266561237	91.2	20:59:36
1242.6%	3106500	9801.000000144886	-916059.7883888008	297.703201586614	91.2	20:59:36
1242.8%	3107000	9803.000000145294	-914493.2748043961	299.23267170473036	91.2	20:59:30
1243.0%	3107500	9805.000000145701	-917060.4965728587	298.6584983119076	91.2	20:59:31
1243.2%	3108000	9807.000000146109	-916803.9799747057	297.13618603364637	91.2	20:59:31
1243.4%	3108500	9809.000000146516	-916496.3845273545	297.7912555489378	91.2	20:59:25
1243.6%	3109000	9811.000000146923	-916717.2751021879	298.8495088659536	91.2	20:59:25
1243.8%	3109500	9813.00000014733	-915384.0899840426	299.26548380025514	91.1	20:59:18
1244.0%	3110000	9815.000000147738	-915516.5637535173	298.3132224147511	91.2	20:59:19
1244.2%	3110500	9817.000000148146	-915916.6251823506	297.4949403279418	91.2	20:59:19
1244.4%	3111000	9819.000000148553	-913997.9376186314	297.29883360553987	91.2	20:59:20
1244.6%	3111500	9821.00000014896	-915875.3541149637	300.35002259393843	91.2	20:59:14
1244.8%	3112000	9823.000000149368	-916721.074260667	298.5964054093392	91.2	20:59:14
1245.0%	3112500	9825.000000149776	-918029.6777098635	299.58226791028636	91.2	20:59:14
1245.2%	3113000	9827.000000150183	-915353.3047367493	299.13032387963415	91.2	20:59:09
1245.4%	3113500	9829.00000015059	-917766.6531157354	298.7706085602027	91.2	20:59:09
1245.6%	3114000	9831.000000150998	-917903.601557875	297.6729698127564	91.2	20:59:09
1245.8%	3114500	9833.000000151405	-916351.418685948	297.8853639054411	91.2	20:59:03
1246.0%	3115000	9835.000000151813	-917672.1137689706	298.79528668054496	91.2	20:59:04
1246.2%	3115500	9837.00000015222	-917748.3561968519	298.0756211512888	91.2	20:59:04
1246.4%	3116000	9839.000000152628	-917990.380628923	297.17816548920723	91.2	20:58:58
1246.6%	3116500	9841.000000153035	-916633.4997563856	297.63802978586415	91.2	20:58:58
1246.8%	3117000	9843.000000153443	-914580.0293392576	298.57234452814276	91.2	20:58:52
1247.0%	3117500	9845.00000015385	-916014.6654281486	298.15984526463365	91.2	20:58:52
1247.2%	3118000	9847.000000154258	-914319.225722006	299.3360497276659	91.2	20:58:53
1247.4%	3118500	9849.000000154665	-914643.7363661989	299.04469807980337	91.2	20:58:53
1247.6%	3119000	9851.000000155072	-914479.7573630102	297.29106805334294	91.2	20:58:47
1247.8%	3119500	9853.00000015548	-915048.1061674887	298.905952924827	91.2	20:58:48
1248.0%	3120000	9855.000000155887	-915438.8651479962	298.254200631095	91.2	20:58:41
1248.2%	3120500	9857.000000156295	-915186.9763087528	297.3966961342972	91.2	20:58:41
1248.4%	3121000	9859.000000156702	-915875.9762563426	299.1267861033228	91.2	20:58:42
1248.6%	3121500	9861.00000015711	-914681.3220142466	300.2326942980273	91.2	20:58:42
1248.8%	3122000	9863.000000157517	-915443.962338211	298.761270605924	91.2	20:58:36
1249.0%	3122500	9865.000000157925	-914659.0405006739	299.8405104611849	91.2	20:58:37
1249.2%	3123000	9867.000000158332	-916344.6251773024	298.98719364962886	91.2	20:58:37
1249.4%	3123500	9869.00000015874	-915746.4073575158	298.32987306970716	91.2	20:58:31
1249.6%	3124000	9871.000000159147	-916282.9676850676	298.46717403398196	91.2	20:58:31
1249.8%	3124500	9873.000000159554	-917419.5601117071	298.24379312019914	91.2	20:58:31
1250.0%	3125000	9875.000000159962	-914546.5600081636	297.3775987563465	91.2	20:58:21
