Loading parameters
setup BBS restraint: CustomExternalForce
setup COM res: CustomCentroidBondForce
Using platform: CUDA
Update BBS box span
Natom for fc_wall =  496

Initial system energy
-917631.6050441894 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1160.2%	2900500	8976.999999977015	-915399.6918919296	298.60905534981833	91.1	21:12:25
1160.4%	2901000	8978.999999977423	-915683.4919689321	298.2640916865592	90.8	21:11:47
1160.6%	2901500	8980.99999997783	-917105.4845234486	297.488048646384	91	21:12:06
1160.8%	2902000	8982.999999978238	-915894.4641395011	297.7511162673031	91.1	21:12:23
1161.0%	2902500	8984.999999978645	-915578.5124448547	298.4873511387556	90.8	21:11:47
1161.2%	2903000	8986.999999979053	-915819.5257918211	297.4406231524925	91	21:12:05
1161.4%	2903500	8988.99999997946	-915058.2281216895	296.88795665806606	91.2	21:12:21
1161.6%	2904000	8990.999999979867	-914208.5958997519	298.1068270215736	90.9	21:11:45
1161.8%	2904500	8992.999999980275	-915016.4978447291	297.70482178749955	91	21:12:02
1162.0%	2905000	8994.999999980682	-913131.9559406256	299.02261281140903	91.2	21:12:17
1162.2%	2905500	8996.99999998109	-916860.3721837164	299.4865952554305	90.9	21:11:45
1162.4%	2906000	8998.999999981497	-917925.7743130983	297.48633623971676	91.1	21:12:00
1162.6%	2906500	9000.999999981905	-917264.7038099542	298.4595707683084	91.2	21:12:15
1162.8%	2907000	9002.999999982312	-915509.5557754622	298.82367024933603	90.9	21:11:42
1163.0%	2907500	9004.99999998272	-917899.7762721605	298.35757013345346	91.1	21:11:57
1163.2%	2908000	9006.999999983127	-915916.5998690585	298.6942443328985	91.2	21:12:11
1163.4%	2908500	9008.999999983535	-917376.7873962899	298.1353591439394	91	21:11:39
1163.6%	2909000	9010.999999983942	-914985.4373702547	298.9840059659317	91.1	21:11:53
1163.8%	2909500	9012.99999998435	-916443.65389203	298.82517739068345	91.2	21:12:06
1164.0%	2910000	9014.999999984757	-913063.9401371791	298.62422474984726	91.4	21:12:19
1164.2%	2910500	9016.999999985164	-915014.4631345537	299.65198462519294	91.1	21:11:51
1164.4%	2911000	9018.999999985572	-916968.2330336338	299.42460948944125	91.3	21:12:04
1164.6%	2911500	9020.99999998598	-914513.4517132584	299.21836872147844	91	21:11:35
1164.8%	2912000	9022.999999986387	-914692.1977578085	297.8815907435491	91.1	21:11:47
1165.0%	2912500	9024.999999986794	-914536.8354048706	298.185304620115	91.3	21:11:59
1165.2%	2913000	9026.999999987202	-913906.6916675456	298.62313063601204	91.4	21:12:11
1165.4%	2913500	9028.999999987609	-915847.495722136	297.89856013111734	91.2	21:11:45
1165.6%	2914000	9030.999999988016	-914664.7197710387	299.9125017200015	91.3	21:11:56
1165.8%	2914500	9032.999999988424	-916089.1183935776	298.1615810681163	91.1	21:11:29
1166.0%	2915000	9034.999999988831	-916550.4430944417	299.2023161193948	91.2	21:11:40
1166.2%	2915500	9036.999999989239	-915050.9034217848	299.3463899058818	91.3	21:11:51
1166.4%	2916000	9038.999999989646	-917694.5825408441	299.40443614494774	91.4	21:12:01
1166.6%	2916500	9040.999999990054	-915716.8676927309	298.22272622477686	91.2	21:11:35
1166.8%	2917000	9042.999999990461	-916720.0411180719	298.5417665654929	91.3	21:11:46
1167.0%	2917500	9044.999999990869	-918311.9533223035	297.9466434391758	91.4	21:11:55
1167.2%	2918000	9046.999999991276	-915417.6473417426	297.68085819035707	91.2	21:11:32
1167.4%	2918500	9048.999999991684	-917712.9592260122	297.2793072380805	91.3	21:11:42
1167.6%	2919000	9050.999999992091	-914617.9592638556	297.0112590656078	91.4	21:11:52
1167.8%	2919500	9052.999999992498	-914391.7172319172	299.26787411617596	91.2	21:11:29
1168.0%	2920000	9054.999999992906	-914642.2512102276	299.2904987591568	91.3	21:11:39
1168.2%	2920500	9056.999999993313	-915820.2913024453	300.0915684114996	91.4	21:11:48
1168.4%	2921000	9058.99999999372	-917058.1297974302	298.73473006579974	91.3	21:11:27
1168.6%	2921500	9060.999999994128	-916943.6528452463	298.5826222057035	91.4	21:11:36
1168.8%	2922000	9062.999999994536	-915337.8883748688	297.95799590006294	91.2	21:11:11
1169.0%	2922500	9064.999999994943	-916154.6063481565	299.6602173134955	91.3	21:11:21
1169.2%	2923000	9066.99999999535	-916791.4864178728	299.2167921786089	91.4	21:11:30
1169.4%	2923500	9068.999999995758	-915971.6701577953	298.26821181645437	91.5	21:11:38
1169.6%	2924000	9070.999999996166	-915083.4894368574	297.80973241931656	91.3	21:11:17
1169.8%	2924500	9072.999999996573	-917511.3525316883	298.88898936545047	91.4	21:11:25
1170.0%	2925000	9074.99999999698	-916492.8106671097	298.7598038301343	91	21:10:42
1170.2%	2925500	9076.999999997388	-916745.5005143546	298.7360710016361	91.1	21:10:51
1170.4%	2926000	9078.999999997795	-915617.8890981022	298.918146537923	91.2	21:10:59
1170.6%	2926500	9080.999999998203	-916040.9282964496	297.93921695438974	91	21:10:39
1170.8%	2927000	9082.99999999861	-916919.4789704042	299.2835541504129	91.1	21:10:48
1171.0%	2927500	9084.999999999018	-914345.7625964051	297.4198680610095	91.2	21:10:56
1171.2%	2928000	9086.999999999425	-914993.9923334718	297.89828377309243	91.1	21:10:37
1171.4%	2928500	9088.999999999833	-916718.938017657	298.14393233931366	91.1	21:10:45
1171.6%	2929000	9091.00000000024	-917194.8921273104	298.12274236295787	91.2	21:10:52
1171.8%	2929500	9093.000000000648	-914915.9459706084	296.9996263815354	91.1	21:10:34
1172.0%	2930000	9095.000000001055	-914913.5162460594	299.17312718678517	91.2	21:10:41
1172.2%	2930500	9097.000000001462	-914989.9781246912	296.4945098078621	91.3	21:10:49
1172.4%	2931000	9099.00000000187	-913449.6006034422	297.54223723700557	91.1	21:10:28
1172.6%	2931500	9101.000000002277	-915633.7394038383	298.7732889941818	91.2	21:10:36
1172.8%	2932000	9103.000000002685	-914702.8410408748	299.4499022788341	91.3	21:10:43
1173.0%	2932500	9105.000000003092	-915168.3386979438	299.14101698815375	91.1	21:10:23
1173.2%	2933000	9107.0000000035	-916205.1303771464	296.7213472597972	91.2	21:10:31
1173.4%	2933500	9109.000000003907	-916576.3598411568	296.96079665886816	91.3	21:10:38
1173.6%	2934000	9111.000000004315	-915338.3490491472	299.1914919445075	91.3	21:10:45
1173.8%	2934500	9113.000000004722	-916224.6926855706	297.73135205668865	91.2	21:10:27
1174.0%	2935000	9115.00000000513	-914965.1039411621	298.31647692958353	91.3	21:10:34
1174.2%	2935500	9117.000000005537	-913557.3125411891	296.9267264981668	91.1	21:10:15
1174.4%	2936000	9119.000000005944	-915883.2588088536	299.2361152103185	91.2	21:10:22
1174.6%	2936500	9121.000000006352	-915413.3825772051	298.05440788532826	91.3	21:10:29
1174.8%	2937000	9123.00000000676	-914972.2648619739	297.72034850409386	91.4	21:10:35
1175.0%	2937500	9125.000000007167	-917045.9409550787	299.4713549795235	91.2	21:10:19
1175.2%	2938000	9127.000000007574	-917882.1120489547	298.53141281316704	91.3	21:10:25
1175.4%	2938500	9129.000000007982	-918455.0685998267	299.9719521002522	91.4	21:10:31
1175.6%	2939000	9131.00000000839	-916538.7829756439	298.6220781451329	91.2	21:10:15
1175.8%	2939500	9133.000000008797	-915553.7869795817	299.3901848221882	91.3	21:10:21
1176.0%	2940000	9135.000000009204	-916504.0392063088	298.72488622586667	91.4	21:10:27
1176.2%	2940500	9137.000000009612	-915787.6470959242	297.3620390278472	91.3	21:10:11
1176.4%	2941000	9139.000000010019	-918337.5651039882	296.9720001049255	91.3	21:10:17
1176.6%	2941500	9141.000000010426	-915774.3998046443	297.7911493939465	91.2	21:09:59
1176.8%	2942000	9143.000000010834	-914502.8122239946	297.2703195736107	91.3	21:10:05
1177.0%	2942500	9145.000000011241	-916495.5321355131	297.76421867434686	91.3	21:10:11
1177.2%	2943000	9147.000000011649	-917303.6514737853	298.7036292533152	91.4	21:10:16
1177.4%	2943500	9149.000000012056	-916695.0783109935	298.6593733705957	91.3	21:10:01
1177.6%	2944000	9151.000000012464	-916761.6839119876	299.2327670350047	91.3	21:10:07
1177.8%	2944500	9153.000000012871	-913933.351679503	298.39960358642077	91.2	21:09:50
1178.0%	2945000	9155.000000013279	-914972.3955320758	298.2554147299054	91.3	21:09:55
1178.2%	2945500	9157.000000013686	-917739.5467313612	299.63042452949173	91.3	21:10:01
1178.4%	2946000	9159.000000014094	-916953.7348947795	298.73228785610775	91.4	21:10:06
1178.6%	2946500	9161.000000014501	-914608.7715214007	298.3159743726266	91.3	21:09:51
1178.8%	2947000	9163.000000014908	-914981.8432537545	298.5202522860696	91.3	21:09:57
1179.0%	2947500	9165.000000015316	-916056.0597924152	300.62770904719616	91.4	21:10:02
1179.2%	2948000	9167.000000015723	-916020.1189710675	299.1240737270435	91.3	21:09:47
1179.4%	2948500	9169.00000001613	-916200.7767042397	299.65722846281534	91.4	21:09:52
1179.6%	2949000	9171.000000016538	-916582.223158122	298.1939342719181	91.4	21:09:57
1179.8%	2949500	9173.000000016946	-917107.075378804	296.99378498428865	91.3	21:09:42
1180.0%	2950000	9175.000000017353	-918084.2883319492	299.420423516623	91.2	21:09:32
1180.2%	2950500	9177.00000001776	-917123.2252721936	299.02127998351665	91.1	21:09:17
1180.4%	2951000	9179.000000018168	-914447.033389003	297.6313642792975	91.2	21:09:22
1180.6%	2951500	9181.000000018576	-914805.100700777	297.62146450541735	91.2	21:09:27
1180.8%	2952000	9183.000000018983	-915217.0280099418	298.54114040548603	91.1	21:09:13
1181.0%	2952500	9185.00000001939	-914068.696843219	298.2979115802935	91.2	21:09:18
1181.2%	2953000	9187.000000019798	-914268.5021430403	298.1618706759542	91.2	21:09:23
1181.4%	2953500	9189.000000020205	-914494.8259109212	299.5728791900116	91.1	21:09:08
1181.6%	2954000	9191.000000020613	-914767.9625259675	297.5504058642863	91.2	21:09:13
1181.8%	2954500	9193.00000002102	-915299.4340850441	298.551837963539	91.2	21:09:17
1182.0%	2955000	9195.000000021428	-915026.5002454878	298.4731942509752	91.1	21:09:04
1182.2%	2955500	9197.000000021835	-917250.0071118055	297.8430628144201	91.2	21:09:08
1182.4%	2956000	9199.000000022243	-914718.4092907123	300.004449059986	91.3	21:09:13
1182.6%	2956500	9201.00000002265	-914877.627912973	298.7712582113394	91.1	21:08:58
1182.8%	2957000	9203.000000023058	-913555.7132290495	298.1664818081505	91.2	21:09:03
1183.0%	2957500	9205.000000023465	-915698.7154067736	298.54667457851195	91.3	21:09:07
1183.2%	2958000	9207.000000023872	-916632.9891154412	298.7271895955019	91.1	21:08:52
1183.4%	2958500	9209.00000002428	-916422.7374144341	298.4845034559958	91.2	21:08:57
1183.6%	2959000	9211.000000024687	-914634.0153251858	297.8251739461393	91.3	21:09:01
1183.8%	2959500	9213.000000025095	-915914.9971695729	298.6222624542406	91.3	21:09:05
1184.0%	2960000	9215.000000025502	-915035.7379593356	299.295198113401	91.2	21:08:52
1184.2%	2960500	9217.00000002591	-916808.9443150912	298.2991154685731	91.3	21:08:56
1184.4%	2961000	9219.000000026317	-914856.168594494	299.4946096976944	91.3	21:09:00
1184.6%	2961500	9221.000000026725	-915223.9909895025	298.9609645940265	91.2	21:08:48
1184.8%	2962000	9223.000000027132	-914937.9974450776	298.27806226257934	91.3	21:08:52
1185.0%	2962500	9225.00000002754	-916515.6795571195	299.55499396639686	91.2	21:08:38
1185.2%	2963000	9227.000000027947	-917952.8338656896	296.9912865341249	91.2	21:08:42
1185.4%	2963500	9229.000000028354	-916724.222234278	297.81289839720637	91.3	21:08:46
1185.6%	2964000	9231.000000028762	-916832.0028857272	299.7185039895343	91.3	21:08:49
1185.8%	2964500	9233.00000002917	-914619.4579988671	297.9048001329512	91.2	21:08:37
1186.0%	2965000	9235.000000029577	-915971.3619729616	298.5944183502021	91.3	21:08:41
1186.2%	2965500	9237.000000029984	-916949.4540714268	298.6655670858016	91.2	21:08:28
1186.4%	2966000	9239.000000030392	-915132.4094162574	297.37909833260585	91.2	21:08:32
1186.6%	2966500	9241.0000000308	-917597.1368985735	298.30423834910096	91.3	21:08:35
1186.8%	2967000	9243.000000031207	-913922.7087485674	298.2840420802917	91.3	21:08:39
1187.0%	2967500	9245.000000031614	-915266.7499866034	297.85043779525114	91.2	21:08:27
1187.2%	2968000	9247.000000032021	-916109.8321398306	297.75103456549664	91.3	21:08:31
1187.4%	2968500	9249.000000032429	-915475.9881429039	299.52703581390307	91.3	21:08:35
1187.6%	2969000	9251.000000032836	-916241.0831016195	298.0327484052276	91.3	21:08:23
1187.8%	2969500	9253.000000033244	-913923.0967593342	296.47171652403057	91.3	21:08:27
1188.0%	2970000	9255.000000033651	-915879.7021677895	297.7956763006545	91.4	21:08:30
1188.2%	2970500	9257.000000034059	-917045.161987178	298.4297740725406	91.3	21:08:18
1188.4%	2971000	9259.000000034466	-914558.3358393572	297.6731209162143	91.3	21:08:22
1188.6%	2971500	9261.000000034874	-915064.1702322606	299.82322654646805	91.4	21:08:25
1188.8%	2972000	9263.000000035281	-914577.2525822492	297.88510700446994	91.3	21:08:14
1189.0%	2972500	9265.000000035689	-915704.9974850062	297.40526365818056	91.3	21:08:17
1189.2%	2973000	9267.000000036096	-917355.2511632224	297.8122653159296	91.2	21:08:05
1189.4%	2973500	9269.000000036503	-914961.7416836247	298.9294669513674	91.3	21:08:08
1189.6%	2974000	9271.000000036911	-915613.2498355443	299.3328174987262	91.3	21:08:11
1189.8%	2974500	9273.000000037318	-918510.1829555216	299.42468104021776	91.4	21:08:14
1190.0%	2975000	9275.000000037726	-915997.2010561004	299.2764292656986	91.2	21:07:52
1190.2%	2975500	9277.000000038133	-915721.7144258916	299.9412650662414	91.2	21:07:56
1190.4%	2976000	9279.00000003854	-914345.3549984209	297.3953019949628	91.1	21:07:44
1190.6%	2976500	9281.000000038948	-918441.0205583712	299.1552651075605	91.2	21:07:48
1190.8%	2977000	9283.000000039356	-918124.9718639087	299.0291692539707	91.2	21:07:51
1191.0%	2977500	9285.000000039763	-914847.2688022885	299.2565928243037	91.2	21:07:40
1191.2%	2978000	9287.00000004017	-916131.6394336633	300.069598606877	91.2	21:07:43
1191.4%	2978500	9289.000000040578	-917833.227517454	297.50785601024904	91.2	21:07:46
1191.6%	2979000	9291.000000040985	-917804.5086663673	297.229807856749	91.2	21:07:35
1191.8%	2979500	9293.000000041393	-917573.5471304003	297.49704093601895	91.2	21:07:38
1192.0%	2980000	9295.0000000418	-917213.5336578535	299.3206510489377	91.2	21:07:41
1192.2%	2980500	9297.000000042208	-915154.1846152944	298.6404599679587	91.2	21:07:30
1192.4%	2981000	9299.000000042615	-917400.5012778724	296.44795336958623	91.2	21:07:33
1192.6%	2981500	9301.000000043023	-915332.3091638028	298.783556406423	91.3	21:07:36
1192.8%	2982000	9303.00000004343	-916124.0440543909	298.75335276728106	91.2	21:07:25
1193.0%	2982500	9305.000000043838	-915585.9098996771	297.79469058112477	91.2	21:07:28
1193.2%	2983000	9307.000000044245	-916820.7378002075	298.71219797516227	91.3	21:07:30
1193.4%	2983500	9309.000000044653	-917151.208260389	298.5412329467091	91.2	21:07:19
1193.6%	2984000	9311.00000004506	-915893.7824483258	298.03979731172495	91.2	21:07:22
1193.8%	2984500	9313.000000045467	-916978.7013896969	299.8156422301384	91.3	21:07:24
1194.0%	2985000	9315.000000045875	-917496.8171515916	298.6486143540079	91.2	21:07:13
1194.2%	2985500	9317.000000046282	-914455.3678957298	297.73978989671645	91.2	21:07:16
1194.4%	2986000	9319.00000004669	-917647.9983843868	299.05220771571936	91.3	21:07:19
1194.6%	2986500	9321.000000047097	-916381.2078037281	297.9888844669976	91.3	21:07:22
1194.8%	2987000	9323.000000047505	-916971.7139991657	297.6543406539829	91.2	21:07:11
1195.0%	2987500	9325.000000047912	-914682.0793817621	297.06273267784087	91.3	21:07:14
1195.2%	2988000	9327.00000004832	-918767.353328729	298.09186819731883	91.3	21:07:16
1195.4%	2988500	9329.000000048727	-915409.7357839602	298.0700247148321	91.2	21:07:06
1195.6%	2989000	9331.000000049135	-915453.1172344787	298.60678447877484	91.3	21:07:08
1195.8%	2989500	9333.000000049542	-918128.7759699197	298.45765102209737	91.3	21:07:11
1196.0%	2990000	9335.00000004995	-917440.0345339137	297.27674624561126	91.2	21:07:01
1196.2%	2990500	9337.000000050357	-917280.3218159927	298.33579904743635	91.3	21:07:03
1196.4%	2991000	9339.000000050764	-918396.8385986798	298.4923033847723	91.2	21:06:52
1196.6%	2991500	9341.000000051172	-917841.5481743589	299.43362297978985	91.2	21:06:55
1196.8%	2992000	9343.00000005158	-917093.7081182064	298.27833650621125	91.3	21:06:57
1197.0%	2992500	9345.000000051987	-917267.7402739292	298.50668081072206	91.3	21:07:00
1197.2%	2993000	9347.000000052394	-916743.7173927622	299.50705933101983	91.2	21:06:50
1197.4%	2993500	9349.000000052802	-917871.532478943	298.3621996656083	91.3	21:06:52
1197.6%	2994000	9351.000000053209	-919555.3579386426	298.20966827392914	91.3	21:06:55
1197.8%	2994500	9353.000000053617	-916600.6024137875	298.2212622719174	91.2	21:06:45
1198.0%	2995000	9355.000000054024	-917295.9685501186	298.5158339142051	91.3	21:06:47
1198.2%	2995500	9357.000000054431	-916397.8685921999	297.5913901794139	91.3	21:06:50
1198.4%	2996000	9359.000000054839	-916867.5281245476	296.9980379935291	91.2	21:06:40
1198.6%	2996500	9361.000000055246	-918622.7718039751	299.3636556437369	91.3	21:06:42
1198.8%	2997000	9363.000000055654	-915035.2255985504	298.3126566083385	91.2	21:06:32
1199.0%	2997500	9365.000000056061	-916701.3349724282	298.5154166015564	91.2	21:06:34
1199.2%	2998000	9367.000000056469	-915873.0970172579	298.4348936078417	91.3	21:06:36
1199.4%	2998500	9369.000000056876	-916602.1480104113	298.6060542109594	91.3	21:06:39
1199.6%	2999000	9371.000000057284	-914707.7592373709	298.13328593955384	91.3	21:06:29
1199.8%	2999500	9373.000000057691	-914429.0855677263	296.97293491589676	91.3	21:06:31
1200.0%	3000000	9375.000000058099	-914192.6309432797	298.2702725642886	91.1	21:06:13
1200.2%	3000500	9377.000000058506	-915387.1025816137	299.25351552606224	91.2	21:06:15
1200.4%	3001000	9379.000000058913	-915691.7632767018	298.4518772640541	91.2	21:06:17
1200.6%	3001500	9381.00000005932	-914918.1844234108	297.31836285128384	91.1	21:06:08
1200.8%	3002000	9383.000000059728	-916173.7612909866	299.1527964616297	91.2	21:06:10
1201.0%	3002500	9385.000000060136	-917558.0320081227	298.5532439337676	91.2	21:06:12
1201.2%	3003000	9387.000000060543	-914761.2130297581	298.0910309367019	91.2	21:06:03
1201.4%	3003500	9389.00000006095	-917377.122855085	298.4983435429966	91.2	21:06:05
1201.6%	3004000	9391.000000061358	-915919.8117617653	298.4122498106849	91.2	21:06:07
1201.8%	3004500	9393.000000061766	-916257.7697018208	298.6639856731807	91.2	21:05:57
1202.0%	3005000	9395.000000062173	-913813.3979696808	298.5378615118583	91.2	21:05:59
1202.2%	3005500	9397.00000006258	-914308.9570757635	299.1909078333574	91.2	21:06:01
1202.4%	3006000	9399.000000062988	-915470.7991201356	297.8166805347336	91.3	21:06:03
1202.6%	3006500	9401.000000063395	-915246.878918556	298.37222366908503	91.2	21:05:54
1202.8%	3007000	9403.000000063803	-915561.2455988228	299.2456301909186	91.2	21:05:56
1203.0%	3007500	9405.00000006421	-918087.6971307052	298.3611026507152	91.2	21:05:46
1203.2%	3008000	9407.000000064618	-914287.1947093573	298.2439967601055	91.2	21:05:48
1203.4%	3008500	9409.000000065025	-914099.8032426601	298.2279421961321	91.2	21:05:51
1203.6%	3009000	9411.000000065433	-916481.3535343865	298.5974469184746	91.3	21:05:52
1203.8%	3009500	9413.00000006584	-915546.023473531	298.8495915930758	91.2	21:05:44
1204.0%	3010000	9415.000000066248	-917126.3299963651	297.5824268912622	91.2	21:05:46
1204.2%	3010500	9417.000000066655	-916683.6377092097	300.624297240156	91.3	21:05:48
1204.4%	3011000	9419.000000067063	-913321.7578723514	298.81628180521426	91.2	21:05:39
1204.6%	3011500	9421.00000006747	-916393.5021469984	299.41257063719246	91.2	21:05:41
1204.8%	3012000	9423.000000067877	-915819.1184632196	299.38972514078716	91.3	21:05:43
1205.0%	3012500	9425.000000068285	-917001.3726113783	298.8418958522707	91.2	21:05:34
1205.2%	3013000	9427.000000068692	-914490.2802633755	297.9905207159222	91.3	21:05:36
1205.4%	3013500	9429.0000000691	-917718.8407323663	298.2610064233337	91.2	21:05:27
1205.6%	3014000	9431.000000069507	-914856.3042351212	298.7972574978814	91.2	21:05:29
1205.8%	3014500	9433.000000069915	-917785.0630418034	298.7516144978613	91.3	21:05:31
1206.0%	3015000	9435.000000070322	-915455.6296067582	299.2666512526268	91.3	21:05:32
1206.2%	3015500	9437.00000007073	-916631.0661209216	297.10014661108977	91.2	21:05:24
1206.4%	3016000	9439.000000071137	-916889.2092270525	299.3631339650949	91.3	21:05:26
1206.6%	3016500	9441.000000071544	-916955.5843436765	298.54946216198783	91.2	21:05:16
1206.8%	3017000	9443.000000071952	-917117.385220957	298.3893652799019	91.2	21:05:18
1207.0%	3017500	9445.00000007236	-913967.303889541	298.3623957797887	91.3	21:05:20
1207.2%	3018000	9447.000000072767	-915260.7821315695	298.8226136352767	91.3	21:05:21
1207.4%	3018500	9449.000000073174	-916313.7240581224	298.91611585385516	91.2	21:05:13
1207.6%	3019000	9451.000000073582	-915072.1829870301	299.57586615470797	91.3	21:05:15
1207.8%	3019500	9453.00000007399	-916704.8928268971	299.0110419327984	91.3	21:05:16
1208.0%	3020000	9455.000000074397	-915982.0784708075	298.7680275047717	91.2	21:05:08
1208.2%	3020500	9457.000000074804	-916345.8868598072	299.99440315311637	91.3	21:05:10
1208.4%	3021000	9459.000000075212	-914932.0821774486	299.51178489262793	91.3	21:05:11
1208.6%	3021500	9461.000000075619	-917114.8480717577	297.13343078346264	91.2	21:05:03
1208.8%	3022000	9463.000000076026	-913967.2024271102	297.05291198068903	91.3	21:05:04
1209.0%	3022500	9465.000000076434	-915198.5491779484	299.7962071781083	91.3	21:05:06
1209.2%	3023000	9467.000000076841	-916237.0796119682	297.8489124336096	91.2	21:04:58
1209.4%	3023500	9469.000000077249	-914312.9080549525	297.7286872201267	91.3	21:04:59
1209.6%	3024000	9471.000000077656	-914745.4381100722	297.5098186524829	91.2	21:04:50
1209.8%	3024500	9473.000000078064	-914697.0723556373	298.51105485560015	91.2	21:04:52
1210.0%	3025000	9475.000000078471	-915159.4769949941	297.7236943858023	91.2	21:04:46
1210.2%	3025500	9477.000000078879	-915858.7126974068	299.2335029191689	91.2	21:04:37
1210.4%	3026000	9479.000000079286	-919027.9400770171	299.23992912019787	91.2	21:04:39
1210.6%	3026500	9481.000000079694	-916054.8957632016	298.28660978188844	91.2	21:04:41
1210.8%	3027000	9483.000000080101	-915303.7034342336	297.70484669448143	91.2	21:04:32
