Loading parameters
setup BBS restraint: CustomExternalForce
setup COM res: CustomCentroidBondForce
Using platform: CUDA
Update BBS box span
Natom for fc_wall =  496

Initial system energy
-916648.1035408564 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1409.6%	3524000	11471.00000048511	-914964.6398573229	298.5367177339704	91.2	20:33:12
1409.8%	3524500	11473.000000485517	-915308.8396244668	298.31378576567226	91.2	20:33:14
1410.0%	3525000	11475.000000485925	-914735.7415870763	298.8192783684495	91.2	20:33:07
1410.2%	3525500	11477.000000486332	-915650.744857776	297.1773491289838	91.1	20:32:57
1410.4%	3526000	11479.00000048674	-915355.8273231825	298.2707002929186	91.2	20:33:00
1410.6%	3526500	11481.000000487147	-916764.6392396688	297.9800489788624	91.2	20:33:02
1410.8%	3527000	11483.000000487555	-916072.9519379693	297.90366625591327	91.1	20:32:53
1411.0%	3527500	11485.000000487962	-917666.3306435603	298.0197926490892	91.2	20:32:55
1411.2%	3528000	11487.00000048837	-915849.5066788611	299.09044032073757	91.2	20:32:57
1411.4%	3528500	11489.000000488777	-914228.5961532951	297.32168973316413	91.1	20:32:47
1411.6%	3529000	11491.000000489184	-915015.0307647847	298.67703195300936	91.2	20:32:50
1411.8%	3529500	11493.000000489592	-916655.9042766639	298.8209799554048	91.2	20:32:52
1412.0%	3530000	11495.00000049	-917573.0141799874	298.40510048236524	91.1	20:32:42
1412.2%	3530500	11497.000000490407	-917434.5333606773	300.50109280086673	91.2	20:32:44
1412.4%	3531000	11499.000000490814	-915088.4802222257	296.87244028204304	91.2	20:32:46
1412.6%	3531500	11501.000000491222	-917741.7333404822	298.3698629601281	91.1	20:32:36
1412.8%	3532000	11503.00000049163	-916414.1364030172	298.4790382342548	91.2	20:32:39
1413.0%	3532500	11505.000000492037	-917697.8804298462	298.66897128772285	91.2	20:32:41
1413.2%	3533000	11507.000000492444	-917705.5090959202	297.26866925709845	91.2	20:32:43
1413.4%	3533500	11509.000000492852	-913825.5111080008	299.99373097835246	91.2	20:32:34
1413.6%	3534000	11511.000000493259	-913321.539361638	297.3338018574164	91.2	20:32:36
1413.8%	3534500	11513.000000493666	-915602.9339258336	297.7837081496709	91.2	20:32:38
1414.0%	3535000	11515.000000494074	-917208.5795936147	298.49004359047973	91.2	20:32:29
1414.2%	3535500	11517.000000494481	-914707.1211833628	297.2440573617349	91.2	20:32:31
1414.4%	3536000	11519.000000494889	-913473.9957738621	298.08756324035556	91.2	20:32:33
1414.6%	3536500	11521.000000495296	-915520.6820188682	298.7485571648178	91.2	20:32:24
1414.8%	3537000	11523.000000495704	-913395.8035499966	297.84922453408257	91.2	20:32:26
1415.0%	3537500	11525.000000496111	-914034.6958236648	297.89435266089095	91.2	20:32:16
1415.2%	3538000	11527.000000496519	-918458.3571646968	297.9808802340943	91.2	20:32:18
1415.4%	3538500	11529.000000496926	-916993.7461556839	298.0842180477792	91.2	20:32:20
1415.6%	3539000	11531.000000497334	-916531.2793768421	297.89831529788546	91.2	20:32:22
1415.8%	3539500	11533.000000497741	-914927.6031979839	300.2985392559369	91.2	20:32:13
1416.0%	3540000	11535.000000498148	-914477.7757240967	299.2117807279873	91.2	20:32:15
1416.2%	3540500	11537.000000498556	-916496.3240738427	297.445401529801	91.2	20:32:17
1416.4%	3541000	11539.000000498963	-915966.1318485755	298.50383934843734	91.2	20:32:08
1416.6%	3541500	11541.00000049937	-915854.1731245201	299.6727060750774	91.2	20:32:10
1416.8%	3542000	11543.000000499778	-916946.2686471436	297.42531891758466	91.2	20:32:12
1417.0%	3542500	11545.000000500186	-914387.8992223423	298.5659918092498	91.2	20:32:03
1417.2%	3543000	11547.000000500593	-915662.6120105688	297.81507964940164	91.2	20:32:05
1417.4%	3543500	11549.000000501	-917639.1767355464	297.7341787148122	91.3	20:32:07
1417.6%	3544000	11551.000000501408	-914974.0464968197	298.78753723856886	91.2	20:31:58
1417.8%	3544500	11553.000000501816	-917150.4436904965	299.156769955068	91.2	20:32:00
1418.0%	3545000	11555.000000502223	-916079.3144429382	298.5578339432317	91.2	20:31:51
1418.2%	3545500	11557.00000050263	-917666.5980126224	299.5770094507586	91.2	20:31:53
1418.4%	3546000	11559.000000503038	-917321.2237708839	297.17946655064117	91.2	20:31:54
1418.6%	3546500	11561.000000503445	-916304.6646753652	298.18793574740954	91.3	20:31:56
1418.8%	3547000	11563.000000503853	-917265.8487144168	299.5875242667773	91.2	20:31:48
1419.0%	3547500	11565.00000050426	-916456.3846422373	299.42421618599116	91.2	20:31:49
1419.2%	3548000	11567.000000504668	-915866.0191297634	299.1892730912576	91.2	20:31:40
1419.4%	3548500	11569.000000505075	-915528.6316172918	300.13400411525987	91.2	20:31:42
1419.6%	3549000	11571.000000505483	-914506.899659886	298.4995823719528	91.2	20:31:43
1419.8%	3549500	11573.00000050589	-916002.7969486341	297.4637860155118	91.3	20:31:45
1420.0%	3550000	11575.000000506298	-915676.4927731287	297.311471245471	91.2	20:31:29
1420.2%	3550500	11577.000000506705	-917173.9774456033	296.82749107556214	91.2	20:31:31
1420.4%	3551000	11579.000000507112	-916739.7524813083	297.56872387064817	91.1	20:31:22
1420.6%	3551500	11581.00000050752	-915641.8864253275	299.4081250406732	91.2	20:31:24
1420.8%	3552000	11583.000000507927	-915562.4476467329	298.4149946829849	91.2	20:31:26
1421.0%	3552500	11585.000000508335	-915488.406640939	299.19121821019775	91.1	20:31:17
1421.2%	3553000	11587.000000508742	-914847.0369599788	299.05374315455737	91.2	20:31:19
1421.4%	3553500	11589.00000050915	-916904.8534404654	299.59628371030533	91.2	20:31:21
1421.6%	3554000	11591.000000509557	-916430.861042277	298.2653038817363	91.1	20:31:12
1421.8%	3554500	11593.000000509965	-914542.4284606222	299.21812439823555	91.2	20:31:13
1422.0%	3555000	11595.000000510372	-914720.0773637444	297.86945564340107	91.2	20:31:15
1422.2%	3555500	11597.00000051078	-913145.5723187495	297.7790453089985	91.2	20:31:16
1422.4%	3556000	11599.000000511187	-916389.7943220576	299.07984316267414	91.2	20:31:08
1422.6%	3556500	11601.000000511594	-917063.2006203094	297.18228511228875	91.2	20:31:10
1422.8%	3557000	11603.000000512002	-916543.728507617	298.47445027389057	91.1	20:31:01
1423.0%	3557500	11605.00000051241	-917156.10695282	299.7984134545913	91.2	20:31:02
1423.2%	3558000	11607.000000512817	-915064.0286535951	299.9278675600814	91.2	20:31:04
1423.4%	3558500	11609.000000513224	-916781.901862598	298.91814180871893	91.2	20:31:06
1423.6%	3559000	11611.000000513632	-916751.8025419721	297.4353282485641	91.2	20:30:58
1423.8%	3559500	11613.00000051404	-918743.8940947019	298.82416428656245	91.2	20:30:59
1424.0%	3560000	11615.000000514447	-914758.1461319816	298.87200387891426	91.2	20:31:01
1424.2%	3560500	11617.000000514854	-916736.0287819067	298.85896488694164	91.2	20:30:53
1424.4%	3561000	11619.000000515261	-916481.903501607	299.7791283849693	91.2	20:30:55
1424.6%	3561500	11621.000000515669	-916805.2885934347	298.2553625451838	91.2	20:30:56
1424.8%	3562000	11623.000000516076	-916168.7886601039	297.63915894107964	91.2	20:30:48
1425.0%	3562500	11625.000000516484	-915778.736925059	298.2075897334156	91.2	20:30:50
1425.2%	3563000	11627.000000516891	-916802.1257192502	298.8712816411286	91.2	20:30:41
1425.4%	3563500	11629.000000517299	-916142.2135666935	297.6802827345092	91.2	20:30:43
1425.6%	3564000	11631.000000517706	-917210.925741775	299.49634136139554	91.2	20:30:44
1425.8%	3564500	11633.000000518114	-915805.089512859	297.8448516043622	91.2	20:30:45
1426.0%	3565000	11635.000000518521	-914893.2612814736	298.7974750834579	91.2	20:30:38
1426.2%	3565500	11637.000000518929	-915501.7232621936	299.2978814561342	91.2	20:30:39
1426.4%	3566000	11639.000000519336	-914152.244870048	299.53263366077715	91.2	20:30:41
1426.6%	3566500	11641.000000519743	-915141.4871414108	298.43573039155785	91.2	20:30:33
1426.8%	3567000	11643.000000520151	-916262.3488196936	298.70706056748185	91.2	20:30:34
1427.0%	3567500	11645.000000520558	-916965.9516104767	298.8842930984355	91.2	20:30:36
1427.2%	3568000	11647.000000520966	-915895.1847880716	298.01495135926996	91.2	20:30:28
1427.4%	3568500	11649.000000521373	-914402.6929219835	298.41286577347194	91.2	20:30:29
1427.6%	3569000	11651.00000052178	-915517.1113532791	298.6286127489037	91.2	20:30:21
1427.8%	3569500	11653.000000522188	-913882.5720255924	299.3107277739563	91.2	20:30:23
1428.0%	3570000	11655.000000522596	-915998.302232598	299.45315170646876	91.2	20:30:24
1428.2%	3570500	11657.000000523003	-916764.1950921859	297.2411823347771	91.3	20:30:25
1428.4%	3571000	11659.00000052341	-918568.2505805441	297.9813707942611	91.2	20:30:18
1428.6%	3571500	11661.000000523818	-915656.8147438988	299.0639761943584	91.2	20:30:19
1428.8%	3572000	11663.000000524225	-914862.6227016812	297.5708056736714	91.3	20:30:20
1429.0%	3572500	11665.000000524633	-914269.7079718104	299.0578741584137	91.2	20:30:13
1429.2%	3573000	11667.00000052504	-914181.1067869449	299.03526026413937	91.2	20:30:14
1429.4%	3573500	11669.000000525448	-914345.7198384665	299.5914190143891	91.3	20:30:15
1429.6%	3574000	11671.000000525855	-915977.8848188967	298.4961554068972	91.2	20:30:08
1429.8%	3574500	11673.000000526263	-917160.8358286759	297.4934891125775	91.2	20:30:09
1430.0%	3575000	11675.00000052667	-914577.3403139617	298.5657082099265	91.2	20:29:54
1430.2%	3575500	11677.000000527078	-914128.393462874	299.077587862579	91.2	20:29:55
1430.4%	3576000	11679.000000527485	-914486.5640922328	297.82304780972515	91.2	20:29:57
1430.6%	3576500	11681.000000527893	-915363.3292873884	298.30310796284675	91.2	20:29:49
1430.8%	3577000	11683.0000005283	-914745.388843148	298.4791870862452	91.2	20:29:50
1431.0%	3577500	11685.000000528707	-915180.9539837567	298.6458519257249	91.2	20:29:52
1431.2%	3578000	11687.000000529115	-915542.3182127983	299.23114600037053	91.2	20:29:44
1431.4%	3578500	11689.000000529522	-917347.1633589808	298.86391057711	91.2	20:29:45
1431.6%	3579000	11691.00000052993	-916532.4033752126	299.2165394667295	91.2	20:29:46
1431.8%	3579500	11693.000000530337	-917047.4841450006	298.8133558202844	91.2	20:29:38
1432.0%	3580000	11695.000000530745	-914981.7086410001	299.2033621776257	91.2	20:29:39
1432.2%	3580500	11697.000000531152	-916042.2608122793	299.2262112019752	91.2	20:29:41
1432.4%	3581000	11699.00000053156	-913743.1785218399	298.4294475678922	91.2	20:29:33
1432.6%	3581500	11701.000000531967	-916707.0922629908	297.7757940883308	91.2	20:29:34
1432.8%	3582000	11703.000000532375	-914876.9338372992	298.2126865765844	91.2	20:29:35
1433.0%	3582500	11705.000000532782	-914780.3041113284	299.57998299524877	91.2	20:29:36
1433.2%	3583000	11707.00000053319	-916194.4753783382	299.600764350497	91.2	20:29:29
1433.4%	3583500	11709.000000533597	-915003.2157406672	298.0720205786686	91.2	20:29:30
1433.6%	3584000	11711.000000534004	-916618.538562079	298.62153439280013	91.2	20:29:31
1433.8%	3584500	11713.000000534412	-915220.7338681687	297.38133256488857	91.2	20:29:24
1434.0%	3585000	11715.00000053482	-916291.788446886	297.9979146315422	91.2	20:29:25
1434.2%	3585500	11717.000000535227	-916433.4758598316	298.51745314830544	91.2	20:29:26
1434.4%	3586000	11719.000000535634	-915974.1269148593	296.9873716167751	91.2	20:29:18
1434.6%	3586500	11721.000000536042	-916140.5177100552	298.4721130465703	91.2	20:29:19
1434.8%	3587000	11723.000000536449	-915607.1075313757	298.8167363699209	91.2	20:29:12
1435.0%	3587500	11725.000000536857	-915252.0299875997	297.6432755057242	91.2	20:29:13
1435.2%	3588000	11727.000000537264	-915092.9621136426	298.74615935585786	91.2	20:29:14
1435.4%	3588500	11729.000000537671	-915705.9700107835	297.9402267862245	91.2	20:29:15
1435.6%	3589000	11731.000000538079	-915939.5069094142	297.9282356563845	91.2	20:29:07
1435.8%	3589500	11733.000000538486	-916899.4421338928	298.7795142545594	91.2	20:29:08
1436.0%	3590000	11735.000000538894	-917141.1283137379	299.1028976077663	91.2	20:29:00
1436.2%	3590500	11737.000000539301	-916008.9726872826	296.96228256765005	91.2	20:29:01
1436.4%	3591000	11739.000000539709	-915586.5367979873	299.0500489965486	91.2	20:29:02
1436.6%	3591500	11741.000000540116	-914745.8264339762	298.9146028559422	91.2	20:29:03
1436.8%	3592000	11743.000000540524	-915607.6089897808	299.0824011879524	91.2	20:28:55
1437.0%	3592500	11745.000000540931	-916544.9054709184	297.15947556302297	91.2	20:28:56
1437.2%	3593000	11747.000000541339	-914788.3404671531	297.92633662879706	91.2	20:28:57
1437.4%	3593500	11749.000000541746	-915466.7548006685	297.6279789910154	91.2	20:28:50
1437.6%	3594000	11751.000000542153	-915874.9501347807	298.4038561477359	91.2	20:28:51
1437.8%	3594500	11753.00000054256	-916472.2545407861	299.45209476120914	91.2	20:28:52
1438.0%	3595000	11755.000000542968	-917656.3294487172	298.7289674146667	91.2	20:28:44
1438.2%	3595500	11757.000000543376	-915816.7369096186	299.5493617082265	91.2	20:28:45
1438.4%	3596000	11759.000000543783	-915596.4116662983	298.83397556430185	91.2	20:28:46
1438.6%	3596500	11761.00000054419	-916389.3598974552	298.2663254918007	91.2	20:28:39
1438.8%	3597000	11763.000000544598	-916771.5377378957	298.46683898248483	91.2	20:28:40
1439.0%	3597500	11765.000000545006	-918785.3414897923	297.2144467681451	91.2	20:28:32
1439.2%	3598000	11767.000000545413	-916167.2484300332	299.4271100740668	91.2	20:28:33
1439.4%	3598500	11769.00000054582	-917791.6620162232	298.9979383110462	91.2	20:28:34
1439.6%	3599000	11771.000000546228	-916844.2184665436	297.0406195977573	91.2	20:28:35
1439.8%	3599500	11773.000000546635	-914892.8063071095	297.65097549843205	91.2	20:28:28
1440.0%	3600000	11775.000000547043	-914925.4350258512	299.1880482473951	91.2	20:28:22
1440.2%	3600500	11777.00000054745	-914958.4371328666	299.34568081972793	91.1	20:28:15
1440.4%	3601000	11779.000000547858	-915865.6377096842	298.92238463461143	91.2	20:28:16
1440.6%	3601500	11781.000000548265	-915953.6597831389	298.7357100287516	91.2	20:28:17
1440.8%	3602000	11783.000000548673	-915348.6668845578	298.9344638951522	91.1	20:28:10
1441.0%	3602500	11785.00000054908	-914325.1419711625	298.8575051331144	91.2	20:28:11
1441.2%	3603000	11787.000000549488	-915646.4905804023	297.39452477090225	91.2	20:28:12
1441.4%	3603500	11789.000000549895	-915119.2484617378	298.0259277363178	91.1	20:28:05
1441.6%	3604000	11791.000000550303	-916525.8543468015	297.80375785773253	91.2	20:28:06
1441.8%	3604500	11793.00000055071	-915209.7891664892	298.02153018524814	91.2	20:28:06
1442.0%	3605000	11795.000000551117	-916796.3996554483	298.08026151266836	91.1	20:27:59
1442.2%	3605500	11797.000000551525	-915186.4462491265	299.22148257584917	91.2	20:28:00
1442.4%	3606000	11799.000000551932	-916415.2450204277	297.80285652643283	91.2	20:28:01
1442.6%	3606500	11801.00000055234	-916820.2386469995	298.00957431675295	91.2	20:28:02
1442.8%	3607000	11803.000000552747	-916066.4924123352	299.7731943953359	91.2	20:27:55
1443.0%	3607500	11805.000000553155	-916842.5491534648	298.70290958214395	91.2	20:27:56
1443.2%	3608000	11807.000000553562	-917231.8428622326	298.18596536845234	91.2	20:27:57
1443.4%	3608500	11809.00000055397	-915574.439906315	297.4241824353425	91.2	20:27:50
1443.6%	3609000	11811.000000554377	-915667.6892909892	299.25068567402064	91.2	20:27:51
1443.8%	3609500	11813.000000554784	-916979.7723925086	298.9830320233181	91.2	20:27:43
1444.0%	3610000	11815.000000555192	-914635.04216108	298.48707606160326	91.2	20:27:44
1444.2%	3610500	11817.0000005556	-916723.6504718577	297.6413986578861	91.2	20:27:45
1444.4%	3611000	11819.000000556007	-916719.2240835298	297.2879193289	91.2	20:27:46
1444.6%	3611500	11821.000000556414	-915689.102940999	297.11647655438077	91.2	20:27:39
1444.8%	3612000	11823.000000556822	-914923.4990687948	298.47739928110536	91.2	20:27:40
1445.0%	3612500	11825.00000055723	-916792.2075180565	299.18809666535856	91.2	20:27:41
1445.2%	3613000	11827.000000557637	-916232.5138019933	297.8711683396738	91.2	20:27:34
1445.4%	3613500	11829.000000558044	-915757.9549933425	298.1927433937997	91.2	20:27:35
1445.6%	3614000	11831.000000558452	-915504.4148749448	299.4801023449829	91.2	20:27:35
1445.8%	3614500	11833.000000558859	-916846.5142135425	298.0442548133983	91.2	20:27:29
1446.0%	3615000	11835.000000559266	-914414.8628321532	298.5544293409191	91.2	20:27:29
1446.2%	3615500	11837.000000559674	-916412.1419091327	299.5486247571301	91.2	20:27:30
1446.4%	3616000	11839.000000560081	-915803.931292342	297.77667521559613	91.2	20:27:23
1446.6%	3616500	11841.000000560489	-915709.033451397	296.5943141099948	91.2	20:27:24
1446.8%	3617000	11843.000000560896	-915181.3911274606	297.9672102311197	91.2	20:27:17
1447.0%	3617500	11845.000000561304	-915395.6353499508	298.43646283435396	91.2	20:27:18
1447.2%	3618000	11847.000000561711	-916239.3315518671	298.38424901556766	91.2	20:27:18
1447.4%	3618500	11849.000000562119	-915917.0348342448	298.39286679021507	91.2	20:27:19
1447.6%	3619000	11851.000000562526	-915971.937168641	297.2479614485618	91.2	20:27:13
1447.8%	3619500	11853.000000562934	-915435.4592104116	298.17294420581476	91.2	20:27:13
1448.0%	3620000	11855.000000563341	-917987.7158648968	298.041415654864	91.2	20:27:06
1448.2%	3620500	11857.000000563748	-917588.8369474038	297.3285406735944	91.2	20:27:07
1448.4%	3621000	11859.000000564156	-916740.9770328826	297.8323859592773	91.2	20:27:07
1448.6%	3621500	11861.000000564563	-917620.5544527685	297.89562223763215	91.2	20:27:08
1448.8%	3622000	11863.00000056497	-916575.4370743465	298.86435409910086	91.2	20:27:01
1449.0%	3622500	11865.000000565378	-916666.1012651133	299.7951518597602	91.2	20:27:02
1449.2%	3623000	11867.000000565786	-917747.9242623397	298.8596058296627	91.2	20:27:03
1449.4%	3623500	11869.000000566193	-917370.023866226	297.2930261310389	91.2	20:26:56
1449.6%	3624000	11871.0000005666	-916707.7399294078	297.7715922320425	91.2	20:26:57
1449.8%	3624500	11873.000000567008	-916352.2780262185	299.80289834823793	91.2	20:26:58
1450.0%	3625000	11875.000000567416	-917053.9693124471	297.94913997996457	91.2	20:26:45
